기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
2015	서울시	출판 영상 방송통신 및 정보서비스업	23,903	3,662	350,342	244,087	106,255	7,077	20,693	16,285	310,974	482	18,329	59	346	22,318	227,600	760	92,302	825	30,440
2015	서울시	금융 및 보험업	10,849	1,482	285,098	144,977	140,121	1,323	2,866	8,015	244,757	1,488	37,324	23	151	4,071	38,468	621	117,399	6,157	129,231
2015	서울시	부동산업 및 임대업	38,571	11,977	168,981	112,119	56,862	26,505	51,214	7,672	81,014	476	4,981	3,918	31,772	36,385	123,835	647	27,194	1,539	17,952
2015	서울시	전문 과학 및 기술 서비스업	40,627	6,478	452,004	294,647	157,357	20,147	67,850	16,839	317,246	3,400	65,789	241	1,119	35,574	230,753	2,600	158,105	2,453	63,146
2015	서울시	사업시설관리 및 사업지원 서비스업	13,977	3,667	428,089	212,199	215,890	5,035	18,267	8,404	398,144	270	8,921	268	2,757	11,818	213,155	914	153,788	1,245	61,146
2015	서울시	공공행정 국방 및 사회보장 행정	1,285	108	136,166	89,123	47,043	-	-	-	-	1,284	136,158	1	8	1,250	132,836	8	2,083	27	1,247
2015	서울시	교육 서비스업	33,612	17,709	340,950	131,331	209,619	26,026	77,174	3,896	58,310	2,855	197,585	835	7,881	30,711	199,419	615	59,235	2,286	82,296
2015	서울시	보건업 및 사회복지 서비스업	26,528	10,381	320,189	70,124	250,065	22,669	166,310	174	3,103	1,776	123,275	1,909	27,501	25,184	217,338	257	27,949	1,087	74,902
2015	서울시	예술 스포츠 및 여가관련 서비스업	20,547	8,348	80,512	44,758	35,754	18,077	42,123	1,274	16,528	694	19,107	502	2,754	19,822	62,895	139	3,680	586	13,937
2015	서울시	협회 및 단체 수리 및 기타 개인서비스업	70,292	31,573	210,489	105,087	105,402	52,059	103,898	2,020	36,263	4,040	30,940	12,173	39,388	67,979	173,622	684	18,245	1,629	18,622
2015	종로구	합계	40,871	13,472	269,106	152,766	116,340	32,193	79,656	6,440	135,256	1,332	50,089	906	4,105	38,129	148,291	814	80,419	1,928	40,396
2015	종로구	농업 임업 및 어업	1	1	16	13	3	-	-	1	16	-	-	-	-	-	-	1	16	-	-
2015	종로구	광업	2	1	7	5	2	-	-	2	7	-	-	-	-	1	2	1	5	-	-
2015	종로구	제조업	4,281	1,120	11,734	7,024	4,710	4,021	9,735	250	1,970	8	22	2	7	4,226	10,995	34	588	21	151
2015	종로구	전기 가스 증기 및 수도사업	6	-	387	320	67	-	-	6	387	-	-	-	-	3	12	2	355	1	20
2015	종로구	하수폐기물처리 원료재생 및 환경복원업	9	3	179	166	13	1	3	8	176	-	-	-	-	6	134	-	-	3	45
2015	종로구	건설업	358	36	25,269	21,751	3,518	195	405	163	24,864	-	-	-	-	331	1,927	17	20,967	10	2,375
2015	종로구	도매 및 소매업	17,447	5,872	46,970	27,771	19,199	15,328	28,803	2,062	17,873	49	272	8	22	16,699	36,233	243	5,002	505	5,735
2015	종로구	운수업	1,418	109	7,841	5,960	1,881	993	1,558	397	5,732	25	544	3	7	1,317	3,925	46	3,114	55	802
2015	종로구	숙박 및 음식점업	6,635	3,521	28,451	11,453	16,998	5,997	20,023	611	8,241	21	171	6	16	6,141	21,714	39	428	455	6,309
2015	종로구	출판 영상 방송통신 및 정보서비스업	894	178	17,754	10,812	6,942	387	1,129	441	15,773	45	766	21	86	822	8,157	33	4,720	39	4,877
2015	종로구	금융 및 보험업	602	74	21,335	11,290	10,045	73	121	463	20,124	66	1,090	-	-	243	3,526	43	11,024	316	6,785
2015	종로구	부동산업 및 임대업	1,286	291	7,367	4,992	2,375	833	1,740	329	4,683	44	293	80	651	1,179	4,355	33	1,627	74	1,385
2015	종로구	전문 과학 및 기술 서비스업	1,609	315	23,629	13,964	9,665	817	5,804	575	14,867	173	2,750	44	208	1,390	11,254	111	9,343	108	3,032
2015	종로구	사업시설관리 및 사업지원 서비스업	1,148	320	17,843	7,264	10,579	310	772	791	16,767	24	175	23	129	992	7,641	67	7,046	89	3,156
2015	종로구	공공행정 국방 및 사회보장 행정	91	9	17,172	12,001	5,171	-	-	-	-	91	17,172	-	-	90	17,148	-	-	1	24
2015	종로구	교육 서비스업	876	360	13,646	6,406	7,240	506	1,828	175	2,235	146	9,351	49	232	744	6,630	40	3,543	92	3,473
2015	종로구	보건업 및 사회복지 서비스업	689	222	15,472	4,115	11,357	550	3,218	6	59	89	11,553	44	642	626	4,341	20	10,303	43	828
2015	종로구	예술 스포츠 및 여가관련 서비스업	927	303	5,903	3,117	2,786	669	1,839	127	1,015	100	2,963	31	86	867	4,109	17	979	43	815
2015	종로구	협회 및 단체 수리 및 기타 개인서비스업	2,592	737	8,131	4,342	3,789	1,513	2,678	33	467	451	2,967	595	2,019	2,452	6,188	67	1,359	73	584
2015	중구	합계	66,190	24,249	423,808	234,337	189,471	54,489	124,293	9,887	245,114	1,138	51,002	676	3,399	61,904	228,360	1,275	130,242	3,011	65,206
2015	중구	광업	3	-	7	7	-	-	-	3	7	-	-	-	-	3	7	-	-	-	-
2015	중구	제조업	10,259	2,019	29,501	19,672	9,829	9,421	23,347	818	6,014	19	134	1	6	10,103	27,730	77	1,396	79	375
2015	중구	전기 가스 증기 및 수도사업	7	-	1,048	849	199	-	-	3	261	4	787	-	-	1	159	2	217	4	672
2015	중구	하수폐기물처리 원료재생 및 환경복원업	8	-	159	144	15	-	-	8	159	-	-	-	-	7	157	-	-	1	2
2015	중구	건설업	451	45	7,364	6,223	1,141	254	543	196	6,752	1	69	-	-	415	2,466	20	2,294	16	2,604
2015	중구	도매 및 소매업	34,785	15,789	100,132	49,334	50,798	31,444	60,566	3,291	39,400	44	156	6	10	33,384	71,852	387	15,689	1,014	12,591
2015	중구	운수업	1,666	165	16,214	11,471	4,743	920	2,023	696	13,339	45	815	5	37	1,409	6,376	136	6,941	121	2,897
2015	중구	숙박 및 음식점업	6,142	3,179	32,250	13,254	18,996	5,415	18,448	702	13,298	22	485	3	19	5,575	21,809	53	3,644	514	6,797
2015	중구	출판 영상 방송통신 및 정보서비스업	1,105	200	28,536	20,516	8,020	449	1,143	615	25,954	34	1,380	7	59	986	11,020	60	15,625	59	1,891
2015	중구	금융 및 보험업	1,329	191	67,203	36,253	30,950	255	502	957	58,975	113	7,645	4	81	636	9,691	93	41,599	600	15,913
2015	중구	부동산업 및 임대업	1,750	370	10,133	6,956	3,177	1,033	2,193	587	7,015	37	290	93	635	1,566	6,143	70	2,672	114	1,318
2015	중구	전문 과학 및 기술 서비스업	3,008	536	39,106	24,304	14,802	1,938	5,639	884	30,280	167	3,121	19	66	2,693	14,119	196	21,336	119	3,651
2015	중구	사업시설관리 및 사업지원 서비스업	1,415	326	41,010	20,199	20,811	499	1,368	879	39,261	15	260	22	121	1,190	18,070	95	12,606	130	10,334
2015	중구	공공행정 국방 및 사회보장 행정	65	4	19,394	11,680	7,714	-	-	-	-	65	19,394	-	-	63	18,767	1	476	1	151
2015	중구	교육 서비스업	508	244	9,983	4,227	5,756	276	682	100	2,067	103	7,033	29	201	412	3,619	23	3,973	73	2,391
2015	중구	보건업 및 사회복지 서비스업	697	207	8,718	2,236	6,482	573	3,775	6	78	71	4,396	47	469	645	6,680	13	244	39	1,794
2015	중구	예술 스포츠 및 여가관련 서비스업	584	194	3,980	2,134	1,846	465	1,009	63	1,290	41	1,596	15	85	540	2,713	7	148	37	1,119
2015	중구	협회 및 단체 수리 및 기타 개인서비스업	2,408	780	9,070	4,878	4,192	1,547	3,055	79	964	357	3,441	425	1,610	2,276	6,982	42	1,382	90	706
2015	용산구	합계	21,178	7,030	133,446	76,287	57,159	15,464	37,611	4,659	70,030	602	21,903	453	3,902	19,388	79,559	525	30,510	1,265	23,377
2015	용산구	제조업	1,100	244	3,444	2,029	1,415	974	2,614	121	782	5	48	-	-	1,074	3,161	14	152	12	131
2015	용산구	전기 가스 증기 및 수도사업	3	-	55	16	39	1	1	2	54	-	-	-	-	1	1	1	7	1	47
2015	용산구	하수폐기물처리 원료재생 및 환경복원업	12	2	167	145	22	5	28	5	106	2	33	-	-	11	136	-	-	1	31
2015	용산구	건설업	440	67	7,483	6,476	1,007	230	513	206	6,441	4	529	-	-	402	3,433	19	2,921	19	1,129
2015	용산구	도매 및 소매업	7,714	2,345	30,638	19,738	10,900	5,399	10,460	2,291	19,955	21	218	3	5	7,103	19,599	213	7,067	398	3,972
2015	용산구	운수업	1,292	85	4,458	3,707	751	1,168	1,487	95	1,779	28	1,161	1	31	1,230	2,260	16	738	46	1,460
2015	용산구	숙박 및 음식점업	4,245	2,219	18,235	8,485	9,750	3,779	11,868	455	6,290	7	62	4	15	3,924	14,166	57	1,009	264	3,060
2015	용산구	출판 영상 방송통신 및 정보서비스업	602	101	7,519	4,711	2,808	226	575	355	6,247	19	685	2	12	560	4,389	19	1,219	23	1,911
2015	용산구	금융 및 보험업	312	29	5,781	2,533	3,248	37	97	226	4,966	47	703	2	15	85	551	19	1,451	208	3,779
2015	용산구	부동산업 및 임대업	1,035	339	4,653	3,175	1,478	752	1,279	154	1,853	19	341	110	1,180	982	3,436	15	849	38	368
2015	용산구	전문 과학 및 기술 서비스업	819	160	11,387	7,366	4,021	393	1,027	362	6,990	56	3,348	8	22	724	3,958	53	6,882	42	547
2015	용산구	사업시설관리 및 사업지원 서비스업	355	88	13,396	6,516	6,880	131	901	211	12,298	7	92	6	105	283	5,545	33	4,884	39	2,967
2015	용산구	공공행정 국방 및 사회보장 행정	48	5	4,257	2,798	1,459	-	-	-	-	48	4,257	-	-	47	4,235	-	-	1	22
2015	용산구	교육 서비스업	541	313	8,129	2,704	5,425	358	1,045	70	843	91	5,765	22	476	462	4,664	21	2,432	58	1,033
2015	용산구	보건업 및 사회복지 서비스업	541	213	5,909	1,419	4,490	433	2,512	4	60	58	2,486	46	851	499	3,750	10	210	32	1,949
2015	용산구	예술 스포츠 및 여가관련 서비스업	397	130	2,023	1,162	861	329	714	35	328	20	930	13	51	382	1,649	3	122	12	252
2015	용산구	협회 및 단체 수리 및 기타 개인서비스업	1,722	690	5,912	3,307	2,605	1,249	2,490	67	1,038	170	1,245	236	1,139	1,619	4,626	32	567	71	719
2015	성동구	합계	26,130	7,617	162,019	97,243	64,776	19,454	50,261	5,564	84,607	521	23,577	591	3,574	24,512	106,716	526	27,771	1,092	27,532
2015	성동구	제조업	4,650	834	28,795	18,502	10,293	3,641	13,232	1,001	15,502	7	58	1	3	4,447	21,844	119	3,951	84	3,000
2015	성동구	전기 가스 증기 및 수도사업	10	-	816	671	145	1	2	4	303	5	511	-	-	5	386	1	278	4	152
2015	성동구	하수폐기물처리 원료재생 및 환경복원업	31	7	439	381	58	1	5	18	259	12	175	-	-	27	409	1	11	3	19
2015	성동구	건설업	661	95	6,049	5,129	920	339	851	321	5,195	1	3	-	-	623	5,113	21	498	17	438
2015	성동구	도매 및 소매업	7,090	2,118	31,229	19,152	12,077	4,925	11,060	2,143	19,977	18	184	4	8	6,569	21,002	186	6,915	335	3,312
2015	성동구	운수업	2,641	110	7,832	6,843	989	2,489	3,009	112	3,024	34	1,776	6	23	2,579	5,198	18	955	44	1,679
2015	성동구	숙박 및 음식점업	3,494	1,951	11,232	4,374	6,858	3,322	9,176	166	2,028	3	16	3	12	3,371	9,546	6	406	117	1,280
2015	성동구	출판 영상 방송통신 및 정보서비스업	707	91	8,114	5,934	2,180	162	472	531	7,532	12	106	2	4	660	6,887	23	635	24	592
2015	성동구	금융 및 보험업	289	38	3,662	1,621	2,041	81	138	161	3,075	47	449	-	-	136	446	14	609	139	2,607
2015	성동구	부동산업 및 임대업	1,156	356	5,269	3,768	1,501	764	1,423	220	2,654	14	55	158	1,137	1,089	3,566	19	1,317	48	386
2015	성동구	전문 과학 및 기술 서비스업	1,023	160	9,883	6,460	3,423	480	1,597	470	7,061	65	1,193	8	32	894	6,148	61	2,906	68	829
2015	성동구	사업시설관리 및 사업지원 서비스업	307	74	16,968	8,840	8,128	127	615	165	13,327	9	2,927	6	99	252	5,296	20	8,305	35	3,367
2015	성동구	공공행정 국방 및 사회보장 행정	44	3	4,052	2,853	1,199	-	-	-	-	44	4,052	-	-	44	4,052	-	-	-	-
2015	성동구	교육 서비스업	785	438	11,076	4,828	6,248	582	1,477	65	1,303	97	7,885	41	411	728	5,254	5	348	52	5,474
2015	성동구	보건업 및 사회복지 서비스업	654	288	6,965	1,556	5,409	547	3,414	2	52	34	2,627	71	872	630	4,539	2	24	22	2,402
2015	성동구	예술 스포츠 및 여가관련 서비스업	522	209	2,000	1,189	811	471	1,025	22	237	17	684	12	54	499	1,534	4	29	19	437
2015	성동구	협회 및 단체 수리 및 기타 개인서비스업	2,066	845	7,638	5,142	2,496	1,522	2,765	163	3,078	102	876	279	919	1,959	5,496	26	584	81	1,558
2015	광진구	합계	24,531	8,627	123,689	69,279	54,410	20,108	50,689	3,316	48,537	467	20,970	640	3,493	23,205	87,995	285	14,743	1,041	20,951
2015	광진구	제조업	1,917	482	8,187	4,456	3,731	1,640	5,406	273	2,603	3	175	1	3	1,881	7,116	25	861	11	210
2015	광진구	전기 가스 증기 및 수도사업	2	-	93	80	13	-	-	-	-	2	93	-	-	1	86	-	-	1	7
2015	광진구	하수폐기물처리 원료재생 및 환경복원업	16	1	145	131	14	-	-	12	137	4	8	-	-	15	122	-	-	1	23
2015	광진구	건설업	836	125	10,047	8,995	1,052	469	1,145	367	8,902	-	-	-	-	794	8,840	19	859	23	348
2015	광진구	도매 및 소매업	6,214	2,165	20,209	11,178	9,031	4,998	10,933	1,196	9,179	17	90	3	7	5,755	15,410	97	1,651	362	3,148
2015	광진구	운수업	2,511	98	7,399	6,874	525	2,412	2,696	75	3,961	23	738	1	4	2,455	4,814	12	838	44	1,747
2015	광진구	숙박 및 음식점업	4,555	2,537	16,636	7,026	9,610	4,331	12,948	210	3,608	13	79	1	1	4,389	13,384	7	53	159	3,199
2015	광진구	출판 영상 방송통신 및 정보서비스업	407	69	3,778	2,511	1,267	147	404	248	2,374	12	1,000	-	-	382	2,996	7	341	18	441
2015	광진구	금융 및 보험업	202	34	2,998	1,266	1,732	24	72	137	2,274	40	639	1	13	69	320	11	449	122	2,229
2015	광진구	부동산업 및 임대업	1,187	405	3,946	2,586	1,360	898	1,730	165	1,165	12	73	112	978	1,136	3,382	14	207	37	357
2015	광진구	전문 과학 및 기술 서비스업	813	109	4,828	3,283	1,545	495	1,446	271	2,674	46	703	1	5	727	3,517	36	548	50	763
2015	광진구	사업시설관리 및 사업지원 서비스업	390	98	9,258	5,758	3,500	184	583	198	8,567	5	103	3	5	334	4,571	24	3,724	32	963
2015	광진구	공공행정 국방 및 사회보장 행정	39	4	3,081	2,212	869	-	-	-	-	39	3,081	-	-	38	3,075	-	-	1	6
2015	광진구	교육 서비스업	1,100	582	13,897	5,784	8,113	863	2,400	97	1,122	104	10,019	36	356	1,000	5,906	15	4,807	85	3,184
2015	광진구	보건업 및 사회복지 서비스업	849	331	9,244	2,132	7,112	737	5,114	6	138	37	3,127	69	865	820	6,610	2	28	27	2,606
2015	광진구	예술 스포츠 및 여가관련 서비스업	875	398	3,546	2,040	1,506	823	1,836	21	1,160	23	498	8	52	855	2,061	3	180	17	1,305
2015	광진구	협회 및 단체 수리 및 기타 개인서비스업	2,618	1,189	6,397	2,967	3,430	2,087	3,976	40	673	87	544	404	1,204	2,554	5,785	13	197	51	415
2015	동대문구	합계	32,994	10,813	143,858	77,571	66,287	28,300	65,424	3,441	46,172	555	28,298	698	3,964	31,726	101,468	307	16,603	961	25,787
2015	동대문구	광업	1	-	3	2	1	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2015	동대문구	제조업	3,511	809	13,374	7,264	6,110	3,078	9,284	424	4,018	9	72	-	-	3,445	11,932	45	1,190	21	252
2015	동대문구	전기 가스 증기 및 수도사업	1	-	1	1	-	1	1	-	-	-	-	-	-	1	1	-	-	-	-
2015	동대문구	하수폐기물처리 원료재생 및 환경복원업	17	-	134	104	30	3	10	7	108	7	16	-	-	16	131	-	-	1	3
2015	동대문구	건설업	777	101	6,390	5,513	877	487	1,146	289	5,139	1	105	-	-	760	5,179	12	1,030	5	181
2015	동대문구	도매 및 소매업	11,740	3,786	33,122	19,883	13,239	10,127	20,136	1,582	12,795	28	185	3	6	11,321	27,438	124	1,935	295	3,749
2015	동대문구	운수업	3,600	184	7,362	6,276	1,086	3,503	4,067	69	2,206	23	1,056	5	33	3,564	5,244	5	958	31	1,160
2015	동대문구	숙박 및 음식점업	5,101	3,000	14,308	5,360	8,948	4,933	12,808	161	1,425	5	52	2	23	4,970	13,080	8	114	123	1,114
2015	동대문구	출판 영상 방송통신 및 정보서비스업	280	48	2,247	1,088	1,159	156	359	104	1,506	20	382	-	-	264	1,448	3	103	13	696
2015	동대문구	금융 및 보험업	305	44	4,920	1,558	3,362	40	100	202	4,223	63	597	-	-	78	444	17	300	210	4,176
2015	동대문구	부동산업 및 임대업	1,303	375	4,558	3,046	1,512	1,003	1,892	163	1,609	18	77	119	980	1,255	3,753	14	520	34	285
2015	동대문구	전문 과학 및 기술 서비스업	631	88	7,423	5,162	2,261	398	1,184	163	4,321	55	1,851	15	67	558	2,921	33	3,376	40	1,126
2015	동대문구	사업시설관리 및 사업지원 서비스업	371	103	7,927	4,073	3,854	193	506	162	6,770	11	588	5	63	323	3,340	16	3,625	32	962
2015	동대문구	공공행정 국방 및 사회보장 행정	52	3	3,980	2,698	1,282	-	-	-	-	52	3,980	-	-	52	3,980	-	-	-	-
2015	동대문구	교육 서비스업	945	498	15,933	7,315	8,618	737	2,250	48	1,179	120	12,103	40	401	865	7,041	11	3,118	69	5,774
2015	동대문구	보건업 및 사회복지 서비스업	935	347	13,750	3,761	9,989	832	6,553	4	39	34	6,270	65	888	908	8,175	3	63	24	5,512
2015	동대문구	예술 스포츠 및 여가관련 서비스업	700	292	2,002	1,052	950	656	1,414	18	134	11	369	15	85	686	1,651	4	25	10	326
2015	동대문구	협회 및 단체 수리 및 기타 개인서비스업	2,724	1,135	6,424	3,415	3,009	2,153	3,714	44	697	98	595	429	1,418	2,659	5,707	12	246	53	471
2015	중랑구	합계	27,287	8,952	99,241	51,968	47,273	24,364	56,292	1,770	25,765	380	13,671	773	3,513	26,444	80,609	141	6,387	702	12,245
2015	중랑구	광업	2	1	8	7	1	-	-	2	8	-	-	-	-	2	8	-	-	-	-
2015	중랑구	제조업	3,440	961	14,883	6,356	8,527	3,211	12,695	221	2,090	8	98	-	-	3,406	14,407	15	254	19	222
2015	중랑구	전기 가스 증기 및 수도사업	3	-	105	69	36	-	-	2	27	1	78	-	-	2	27	-	-	1	78
2015	중랑구	하수폐기물처리 원료재생 및 환경복원업	19	2	208	185	23	5	17	10	183	4	8	-	-	18	194	-	-	1	14
2015	중랑구	건설업	906	107	5,146	4,454	692	658	1,684	248	3,462	-	-	-	-	885	4,516	11	551	10	79
2015	중랑구	도매 및 소매업	5,540	2,095	16,872	8,827	8,045	4,880	10,225	642	6,151	15	492	3	4	5,249	12,301	47	1,002	244	3,569
2015	중랑구	운수업	6,225	284	12,937	12,318	619	6,126	6,700	85	5,858	14	379	-	-	6,187	11,235	6	654	32	1,048
2015	중랑구	숙박 및 음식점업	4,010	2,479	10,406	3,872	6,534	3,937	9,458	69	931	3	16	1	1	3,953	9,568	4	28	53	810
2015	중랑구	출판 영상 방송통신 및 정보서비스업	141	25	1,098	704	394	70	206	63	614	8	278	-	-	126	705	2	100	13	293
2015	중랑구	금융 및 보험업	134	20	1,833	677	1,156	19	39	68	1,246	47	548	-	-	36	209	10	158	88	1,466
2015	중랑구	부동산업 및 임대업	999	335	2,785	1,813	972	772	1,285	96	740	12	82	119	678	946	2,270	5	100	48	415
2015	중랑구	전문 과학 및 기술 서비스업	322	57	1,805	1,190	615	231	656	69	971	17	167	5	11	287	947	12	550	23	308
2015	중랑구	사업시설관리 및 사업지원 서비스업	248	61	2,474	1,517	957	137	508	95	1,842	9	95	7	29	220	1,688	8	480	20	306
2015	중랑구	공공행정 국방 및 사회보장 행정	44	2	3,236	2,074	1,162	-	-	-	-	44	3,236	-	-	44	3,236	-	-	-	-
2015	중랑구	교육 서비스업	880	529	7,874	2,258	5,616	740	2,092	49	1,132	66	4,367	25	283	832	5,440	8	869	40	1,565
2015	중랑구	보건업 및 사회복지 서비스업	885	381	9,720	1,886	7,834	772	5,701	3	36	49	3,120	61	863	842	6,773	8	1,625	35	1,322
2015	중랑구	예술 스포츠 및 여가관련 서비스업	770	313	2,200	1,172	1,028	688	1,428	9	56	24	418	49	298	748	1,786	-	-	22	414
2015	중랑구	협회 및 단체 수리 및 기타 개인서비스업	2,719	1,300	5,651	2,589	3,062	2,118	3,598	39	418	59	289	503	1,346	2,661	5,299	5	16	53	336
2015	성북구	합계	24,690	8,883	113,893	57,411	56,482	21,440	51,993	1,845	26,415	640	31,401	765	4,084	23,651	80,528	187	13,848	852	19,517
2015	성북구	제조업	2,519	640	9,617	4,383	5,234	2,381	8,133	136	1,478	2	6	-	-	2,501	9,279	13	316	5	22
2015	성북구	전기 가스 증기 및 수도사업	2	-	6	6	-	-	-	2	6	-	-	-	-	1	1	-	-	1	5
2015	성북구	하수폐기물처리 원료재생 및 환경복원업	16	2	184	165	19	5	9	10	173	1	2	-	-	16	184	-	-	-	-
2015	성북구	건설업	594	65	3,894	3,384	510	414	1,046	179	2,814	1	34	-	-	577	3,482	6	200	11	212
2015	성북구	도매 및 소매업	5,453	2,174	16,944	8,808	8,136	4,788	10,733	649	6,130	14	54	2	27	5,164	13,491	54	1,128	235	2,325
2015	성북구	운수업	3,601	161	6,921	6,552	369	3,543	3,874	46	2,894	11	152	1	1	3,583	6,080	5	717	13	124
2015	성북구	숙박 및 음식점업	4,411	2,504	13,302	5,225	8,077	4,232	11,267	173	1,974	5	56	1	5	4,276	11,644	12	172	123	1,486
2015	성북구	출판 영상 방송통신 및 정보서비스업	253	45	1,923	1,160	763	128	349	107	1,099	17	472	1	3	233	1,410	3	38	17	475
2015	성북구	금융 및 보험업	158	19	1,675	738	937	17	27	87	1,185	54	463	-	-	37	138	11	133	110	1,404
2015	성북구	부동산업 및 임대업	1,081	392	2,981	1,862	1,119	846	1,340	86	551	27	126	122	964	1,047	2,689	6	25	28	267
2015	성북구	전문 과학 및 기술 서비스업	482	84	3,086	1,919	1,167	295	757	143	1,098	36	1,206	8	25	437	1,566	16	1,091	29	429
2015	성북구	사업시설관리 및 사업지원 서비스업	224	62	6,013	3,501	2,512	125	474	88	5,157	8	310	3	72	201	2,811	9	2,562	14	640
2015	성북구	공공행정 국방 및 사회보장 행정	53	4	4,010	2,704	1,306	-	-	-	-	53	4,010	-	-	53	4,010	-	-	-	-
2015	성북구	교육 서비스업	1,302	725	23,211	10,476	12,735	1,027	2,967	78	974	176	19,091	21	179	1,154	8,116	19	7,014	129	8,081
2015	성북구	보건업 및 사회복지 서비스업	1,009	438	11,251	2,257	8,994	815	5,696	6	312	108	4,325	80	918	941	7,782	10	196	58	3,273
2015	성북구	예술 스포츠 및 여가관련 서비스업	684	252	2,088	1,195	893	622	1,439	21	141	28	446	13	62	656	1,713	2	15	26	360
2015	성북구	협회 및 단체 수리 및 기타 개인서비스업	2,848	1,316	6,787	3,076	3,711	2,202	3,882	34	429	99	648	513	1,828	2,774	6,132	21	241	53	414
2015	강북구	합계	18,654	6,738	69,787	33,584	36,203	16,550	38,804	1,125	17,523	326	9,977	653	3,483	17,910	56,206	83	2,198	661	11,383
2015	강북구	제조업	1,564	395	6,105	2,752	3,353	1,494	5,255	68	776	1	42	1	32	1,550	5,824	7	183	7	98
2015	강북구	전기 가스 증기 및 수도사업	2	-	206	169	37	-	-	-	-	2	206	-	-	1	129	-	-	1	77
2015	강북구	하수폐기물처리 원료재생 및 환경복원업	8	1	149	133	16	1	2	7	147	-	-	-	-	8	149	-	-	-	-
2015	강북구	건설업	481	54	2,018	1,729	289	362	674	119	1,344	-	-	-	-	469	1,840	4	88	8	90
2015	강북구	도매 및 소매업	3,976	1,628	10,676	5,441	5,235	3,559	7,673	397	2,946	13	44	7	13	3,755	8,827	25	265	196	1,584
2015	강북구	운수업	3,131	123	6,539	6,249	290	3,080	3,467	28	2,841	14	200	9	31	3,111	5,465	5	668	15	406
2015	강북구	숙박 및 음식점업	3,667	2,144	10,438	4,164	6,274	3,576	9,137	79	1,239	8	49	4	13	3,598	9,344	-	-	69	1,094
2015	강북구	출판 영상 방송통신 및 정보서비스업	98	18	688	395	293	50	142	38	417	10	129	-	-	85	390	5	112	8	186
2015	강북구	금융 및 보험업	236	46	4,218	1,110	3,108	41	164	163	3,707	32	347	-	-	60	309	7	233	169	3,676
2015	강북구	부동산업 및 임대업	759	281	1,831	1,143	688	622	972	64	449	5	13	68	397	731	1,622	4	38	24	171
2015	강북구	전문 과학 및 기술 서비스업	279	39	987	551	436	220	645	38	206	21	136	-	-	251	786	6	38	22	163
2015	강북구	사업시설관리 및 사업지원 서비스업	169	55	3,239	1,368	1,871	101	437	54	2,512	6	51	8	239	143	2,047	5	112	21	1,080
2015	강북구	공공행정 국방 및 사회보장 행정	45	3	2,861	1,932	929	-	-	-	-	44	2,853	1	8	44	2,855	-	-	1	6
