기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
2014	서울시	출판 영상 방송통신 및 정보서비스업	22,663	3,457	328,519	229,222	99,297	6,702	19,804	15,388	289,774	493	17,888	80	1,053	21,027	210,237	824	90,562	812	27,720
2014	서울시	금융 및 보험업	10,600	1,518	257,413	134,758	122,655	1,443	3,102	7,637	215,162	1,492	38,800	28	349	4,527	41,023	634	102,496	5,439	113,894
2014	서울시	부동산업 및 임대업	36,648	11,442	154,768	102,042	52,726	25,268	45,588	7,000	70,978	449	5,255	3,931	32,947	34,676	115,840	622	22,655	1,350	16,273
2014	서울시	전문 과학 및 기술 서비스업	37,599	5,734	422,525	279,692	142,833	18,806	62,671	15,283	298,374	3,220	60,111	290	1,369	32,743	206,265	2,514	159,553	2,342	56,707
2014	서울시	사업시설관리 및 사업지원 서비스업	13,764	3,539	378,699	188,522	190,177	5,085	17,163	8,134	350,843	245	7,994	300	2,699	11,731	192,488	903	144,620	1,130	41,591
2014	서울시	공공행정 국방 및 사회보장 행정	1,253	93	129,059	87,829	41,230	-	-	-	-	1,251	129,003	2	56	1,216	125,532	12	2,608	25	919
2014	서울시	교육 서비스업	33,288	17,455	318,984	127,370	191,614	25,731	71,970	3,850	53,747	2,739	185,482	968	7,785	30,495	189,635	585	56,023	2,208	73,326
2014	서울시	보건업 및 사회복지 서비스업	26,224	10,443	298,024	67,174	230,850	22,224	155,041	172	2,485	1,682	112,749	2,146	27,749	24,959	203,668	250	26,120	1,015	68,236
2014	서울시	예술 스포츠 및 여가관련 서비스업	20,937	8,452	78,509	42,964	35,545	18,581	41,798	1,171	14,964	696	19,302	489	2,445	20,258	60,843	149	4,779	530	12,887
2014	서울시	협회 및 단체 수리 및 기타 개인서비스업	71,021	31,469	208,537	103,671	104,866	52,534	106,306	1,926	32,980	3,833	29,808	12,728	39,443	68,809	174,936	670	16,271	1,542	17,330
2014	종로구	합계	40,923	13,499	245,698	141,165	104,533	32,340	77,013	6,314	118,054	1,292	46,116	977	4,515	38,387	143,246	805	71,811	1,731	30,641
2014	종로구	광업	3	-	9	7	2	-	-	3	9	-	-	-	-	2	4	1	5	-	-
2014	종로구	제조업	4,163	1,096	12,624	7,288	5,336	3,897	9,193	257	3,396	7	27	2	8	4,092	10,309	43	629	28	1,686
2014	종로구	전기 가스 증기 및 수도사업	6	-	402	328	74	1	1	5	401	-	-	-	-	3	12	2	372	1	18
2014	종로구	하수폐기물처리 원료재생 및 환경복원업	9	3	176	161	15	2	4	7	172	-	-	-	-	7	132	1	24	1	20
2014	종로구	건설업	370	38	22,434	19,697	2,737	187	373	183	22,061	-	-	-	-	338	1,888	21	18,659	11	1,887
2014	종로구	도매 및 소매업	17,708	5,871	43,205	25,922	17,283	15,577	27,504	2,078	15,458	43	221	10	22	16,979	34,641	235	4,056	494	4,508
2014	종로구	운수업	1,452	103	6,592	4,687	1,905	997	1,634	429	4,589	22	322	4	47	1,342	3,544	52	2,295	58	753
2014	종로구	숙박 및 음식점업	6,544	3,580	26,389	10,092	16,297	5,987	19,745	533	6,505	16	109	8	30	6,122	21,154	34	372	388	4,863
2014	종로구	출판 영상 방송통신 및 정보서비스업	953	206	14,365	8,817	5,548	437	1,279	445	12,081	49	895	22	110	874	7,790	39	4,663	40	1,912
2014	종로구	금융 및 보험업	546	66	18,560	10,460	8,100	89	178	391	17,437	65	944	1	1	271	3,732	38	9,749	237	5,079
2014	종로구	부동산업 및 임대업	1,194	272	6,521	4,413	2,108	775	1,468	299	4,141	39	290	81	622	1,096	3,902	37	1,649	61	970
2014	종로구	전문 과학 및 기술 서비스업	1,583	308	22,242	13,385	8,857	816	5,671	535	13,619	174	2,694	58	258	1,398	11,166	98	8,652	87	2,424
2014	종로구	사업시설관리 및 사업지원 서비스업	1,186	325	15,432	6,910	8,522	327	776	808	14,382	24	156	27	118	1,051	8,180	63	6,060	72	1,192
2014	종로구	공공행정 국방 및 사회보장 행정	89	7	16,856	12,364	4,492	-	-	-	-	88	16,807	1	49	86	16,557	2	288	1	11
2014	종로구	교육 서비스업	885	374	12,303	5,725	6,578	511	1,686	179	2,206	142	8,125	53	286	754	5,555	36	3,640	95	3,108
2014	종로구	보건업 및 사회복지 서비스업	676	211	13,646	3,497	10,149	532	3,084	5	44	90	9,855	49	663	617	4,685	19	8,224	40	737
2014	종로구	예술 스포츠 및 여가관련 서비스업	940	309	5,804	2,999	2,805	687	1,789	123	1,119	92	2,805	38	91	876	3,844	19	1,068	45	892
2014	종로구	협회 및 단체 수리 및 기타 개인서비스업	2,616	730	8,138	4,413	3,725	1,518	2,628	34	434	441	2,866	623	2,210	2,479	6,151	65	1,406	72	581
2014	중구	합계	65,364	23,403	380,407	212,540	167,867	53,932	120,213	9,605	207,805	1,118	48,982	709	3,407	61,257	215,783	1,263	115,224	2,844	49,400
2014	중구	광업	2	-	5	4	1	-	-	2	5	-	-	-	-	2	5	-	-	-	-
2014	중구	제조업	10,124	1,942	28,792	19,108	9,684	9,311	22,640	793	6,044	19	106	1	2	9,959	26,862	86	1,470	79	460
2014	중구	전기 가스 증기 및 수도사업	8	-	626	392	234	-	-	6	239	2	387	-	-	4	220	3	209	1	197
2014	중구	하수폐기물처리 원료재생 및 환경복원업	9	-	142	127	15	-	-	9	142	-	-	-	-	8	140	-	-	1	2
2014	중구	건설업	427	43	6,103	4,995	1,108	234	468	190	5,235	3	400	-	-	387	2,183	20	1,354	20	2,566
2014	중구	도매 및 소매업	34,296	15,144	94,061	47,132	46,929	30,968	58,731	3,263	34,738	55	571	10	21	32,892	69,597	390	14,140	1,014	10,324
2014	중구	운수업	1,731	150	12,280	8,488	3,792	967	1,951	717	9,780	42	510	5	39	1,475	4,839	135	5,279	121	2,162
2014	중구	숙박 및 음식점업	6,140	3,192	31,263	13,195	18,068	5,427	17,778	692	13,060	20	421	1	4	5,591	21,189	47	4,340	502	5,734
2014	중구	출판 영상 방송통신 및 정보서비스업	1,079	184	27,471	19,805	7,666	433	1,157	609	24,923	28	1,363	9	28	948	10,153	65	15,662	66	1,656
2014	중구	금융 및 보험업	1,277	186	54,612	29,719	24,893	292	569	866	46,701	113	7,253	6	89	698	9,863	98	31,490	481	13,259
2014	중구	부동산업 및 임대업	1,684	356	9,192	6,242	2,950	971	1,866	585	6,453	34	231	94	642	1,516	5,517	59	2,252	109	1,423
2014	중구	전문 과학 및 기술 서비스업	2,880	495	36,652	23,025	13,627	1,922	5,359	788	28,135	148	3,071	22	87	2,591	13,001	177	20,469	112	3,182
2014	중구	사업시설관리 및 사업지원 서비스업	1,391	307	30,138	14,726	15,412	499	1,276	849	28,571	11	120	32	171	1,179	13,911	97	12,600	115	3,627
2014	중구	공공행정 국방 및 사회보장 행정	69	5	19,591	12,481	7,110	-	-	-	-	69	19,591	-	-	66	18,641	3	950	-	-
2014	중구	교육 서비스업	516	234	8,270	3,844	4,426	281	712	100	1,790	105	5,580	30	188	420	3,285	27	3,216	69	1,769
2014	중구	보건업 및 사회복지 서비스업	699	207	8,208	2,223	5,985	583	3,491	4	75	64	4,201	48	441	656	6,346	7	391	36	1,471
2014	중구	예술 스포츠 및 여가관련 서비스업	596	192	3,739	1,970	1,769	483	1,059	56	1,064	41	1,535	16	81	556	2,615	6	180	34	944
2014	중구	협회 및 단체 수리 및 기타 개인서비스업	2,436	766	9,262	5,064	4,198	1,561	3,156	76	850	364	3,642	435	1,614	2,309	7,416	43	1,222	84	624
2014	용산구	합계	20,482	6,675	126,073	71,838	54,235	14,852	34,990	4,622	65,822	563	21,053	445	4,208	18,824	73,614	496	30,692	1,162	21,767
2014	용산구	제조업	1,072	215	3,709	2,192	1,517	939	2,735	130	926	3	48	-	-	1,046	3,398	17	179	9	132
2014	용산구	전기 가스 증기 및 수도사업	4	-	70	30	40	1	2	3	68	-	-	-	-	3	63	1	7	-	-
2014	용산구	하수폐기물처리 원료재생 및 환경복원업	11	3	173	142	31	4	19	4	91	3	63	-	-	9	112	-	-	2	61
2014	용산구	건설업	420	50	7,776	6,646	1,130	214	450	201	6,826	5	500	-	-	379	2,779	22	3,546	19	1,451
2014	용산구	도매 및 소매업	7,611	2,204	29,269	19,325	9,944	5,126	9,770	2,459	19,259	23	234	3	6	7,010	19,059	207	6,400	394	3,810
2014	용산구	운수업	1,400	91	4,294	3,463	831	1,273	1,572	101	1,766	26	956	-	-	1,336	2,332	18	523	46	1,439
2014	용산구	숙박 및 음식점업	3,941	2,139	16,728	7,694	9,034	3,543	10,983	388	5,681	6	53	4	11	3,673	12,353	44	1,643	224	2,732
2014	용산구	출판 영상 방송통신 및 정보서비스업	547	91	7,833	4,669	3,164	208	555	317	6,537	21	737	1	4	509	3,860	18	1,311	20	2,662
2014	용산구	금융 및 보험업	291	33	5,299	2,625	2,674	36	66	209	4,572	45	647	1	14	82	469	18	1,308	191	3,522
2014	용산구	부동산업 및 임대업	1,015	351	4,725	3,222	1,503	740	1,168	147	1,921	18	388	110	1,248	960	3,334	18	1,069	37	322
2014	용산구	전문 과학 및 기술 서비스업	712	128	10,892	6,811	4,081	332	904	319	6,623	55	3,341	6	24	626	3,450	45	6,942	41	500
2014	용산구	사업시설관리 및 사업지원 서비스업	321	85	10,273	3,926	6,347	124	413	183	9,551	6	122	8	187	264	4,414	27	4,568	30	1,291
2014	용산구	공공행정 국방 및 사회보장 행정	46	1	4,188	2,762	1,426	-	-	-	-	46	4,188	-	-	45	4,138	-	-	1	50
2014	용산구	교육 서비스업	527	290	7,202	2,353	4,849	355	937	68	743	75	5,037	29	485	467	3,924	20	2,377	40	901
2014	용산구	보건업 및 사회복지 서비스업	492	205	5,508	1,437	4,071	388	2,154	3	8	48	2,456	53	890	459	3,408	9	193	24	1,907
2014	용산구	예술 스포츠 및 여가관련 서비스업	390	135	2,023	1,104	919	332	678	29	325	21	993	8	27	375	1,661	3	70	12	292
2014	용산구	협회 및 단체 수리 및 기타 개인서비스업	1,682	654	6,111	3,437	2,674	1,237	2,584	61	925	162	1,290	222	1,312	1,581	4,860	29	556	72	695
2014	성동구	합계	25,714	7,430	152,831	90,787	62,044	19,348	48,796	5,224	79,089	506	21,175	636	3,771	24,148	101,674	522	25,346	1,044	25,811
2014	성동구	광업	1	-	4	3	1	-	-	1	4	-	-	-	-	-	-	1	4	-	-
2014	성동구	제조업	4,570	801	28,653	18,649	10,004	3,582	12,931	977	15,631	10	82	1	9	4,328	20,979	138	4,276	104	3,398
2014	성동구	전기 가스 증기 및 수도사업	12	-	764	661	103	1	2	6	372	5	390	-	-	6	265	1	337	5	162
2014	성동구	하수폐기물처리 원료재생 및 환경복원업	27	2	396	350	46	1	5	16	201	10	190	-	-	22	375	1	6	4	15
2014	성동구	건설업	636	80	5,564	4,615	949	321	779	313	4,776	1	6	1	3	593	4,680	24	678	19	206
2014	성동구	도매 및 소매업	6,991	2,060	27,999	17,228	10,771	4,910	10,633	2,054	17,125	23	233	4	8	6,489	20,049	172	4,519	330	3,431
2014	성동구	운수업	2,710	113	7,946	7,026	920	2,550	3,133	112	3,169	41	1,622	7	22	2,653	5,403	15	845	42	1,698
2014	성동구	숙박 및 음식점업	3,444	1,973	10,372	3,968	6,404	3,294	8,767	146	1,581	2	15	2	9	3,335	9,095	6	73	103	1,204
2014	성동구	출판 영상 방송통신 및 정보서비스업	633	80	6,948	5,209	1,739	161	434	458	6,402	12	100	2	12	589	6,063	22	419	22	466
2014	성동구	금융 및 보험업	300	46	2,741	1,296	1,445	106	171	146	2,110	48	460	-	-	162	533	15	277	123	1,931
2014	성동구	부동산업 및 임대업	1,109	340	4,600	3,239	1,361	750	1,341	188	2,008	12	45	159	1,206	1,051	3,410	17	795	41	395
2014	성동구	전문 과학 및 기술 서비스업	915	141	9,128	6,310	2,818	442	1,477	408	6,840	58	734	7	77	790	5,635	56	2,007	69	1,486
2014	성동구	사업시설관리 및 사업지원 서비스업	294	63	17,628	7,899	9,729	131	614	149	14,591	10	2,346	4	77	241	4,362	21	10,451	32	2,815
2014	성동구	공공행정 국방 및 사회보장 행정	46	3	3,913	2,904	1,009	-	-	-	-	46	3,913	-	-	46	3,913	-	-	-	-
2014	성동구	교육 서비스업	760	419	9,885	3,721	6,164	559	1,364	68	1,112	85	7,042	48	367	709	5,278	8	183	43	4,424
2014	성동구	보건업 및 사회복지 서비스업	632	281	6,787	1,571	5,216	516	3,117	3	54	33	2,658	80	958	607	4,340	2	29	23	2,418
2014	성동구	예술 스포츠 및 여가관련 서비스업	536	217	1,871	1,109	762	485	1,041	22	210	16	571	13	49	517	1,458	3	15	16	398
2014	성동구	협회 및 단체 수리 및 기타 개인서비스업	2,098	811	7,632	5,029	2,603	1,539	2,987	157	2,903	94	768	308	974	2,010	5,836	20	432	68	1,364
2014	광진구	합계	24,760	8,759	117,420	65,612	51,808	20,413	50,165	3,207	44,672	451	18,914	689	3,669	23,472	84,755	290	12,547	998	20,118
2014	광진구	제조업	1,924	445	8,075	4,382	3,693	1,651	5,578	270	2,297	3	200	-	-	1,885	7,120	25	683	14	272
2014	광진구	전기 가스 증기 및 수도사업	3	-	111	99	12	-	-	1	20	2	91	-	-	1	85	-	-	2	26
2014	광진구	하수폐기물처리 원료재생 및 환경복원업	13	-	136	125	11	-	-	9	128	4	8	-	-	12	114	-	-	1	22
2014	광진구	건설업	818	112	10,371	9,512	859	476	1,052	342	9,319	-	-	-	-	776	8,683	22	1,375	20	313
2014	광진구	도매 및 소매업	6,219	2,234	19,432	10,753	8,679	4,981	10,543	1,219	8,785	18	103	1	1	5,763	15,246	101	1,127	355	3,059
2014	광진구	운수업	2,608	104	5,820	5,380	440	2,511	2,806	75	2,642	20	366	2	6	2,553	3,989	9	405	46	1,426
2014	광진구	숙박 및 음식점업	4,622	2,633	16,729	7,068	9,661	4,422	13,002	186	3,651	11	71	3	5	4,479	13,359	5	51	138	3,319
2014	광진구	출판 영상 방송통신 및 정보서비스업	390	56	3,773	2,412	1,361	159	418	216	2,298	13	1,054	2	3	366	2,902	5	219	19	652
2014	광진구	금융 및 보험업	200	31	2,902	1,315	1,587	28	66	132	2,193	40	643	-	-	73	310	10	511	117	2,081
2014	광진구	부동산업 및 임대업	1,142	397	3,558	2,315	1,243	877	1,537	146	936	10	62	109	1,023	1,090	3,067	15	150	37	341
2014	광진구	전문 과학 및 기술 서비스업	773	105	4,706	3,371	1,335	459	1,296	266	2,837	47	572	1	1	682	3,002	40	545	51	1,159
2014	광진구	사업시설관리 및 사업지원 서비스업	400	97	7,648	4,347	3,301	202	532	190	6,913	4	156	4	47	346	4,090	21	2,577	33	981
2014	광진구	공공행정 국방 및 사회보장 행정	37	2	2,555	1,735	820	-	-	-	-	37	2,555	-	-	36	2,549	-	-	1	6
2014	광진구	교육 서비스업	1,114	595	12,507	5,754	6,753	875	2,427	88	894	105	8,789	46	397	1,015	5,795	19	4,404	80	2,308
2014	광진구	보건업 및 사회복지 서비스업	849	336	9,283	2,033	7,250	735	4,902	5	156	36	3,321	73	904	821	6,503	2	188	26	2,592
2014	광진구	예술 스포츠 및 여가관련 서비스업	914	393	3,469	2,022	1,447	866	1,818	20	1,050	20	524	8	77	899	2,053	2	160	13	1,256
2014	광진구	협회 및 단체 수리 및 기타 개인서비스업	2,734	1,219	6,345	2,989	3,356	2,171	4,188	42	553	81	399	440	1,205	2,675	5,888	14	152	45	305
2014	동대문구	합계	32,878	10,732	137,079	74,524	62,555	28,211	62,894	3,399	44,315	512	25,765	756	4,105	31,598	96,254	328	16,786	952	24,039
2014	동대문구	농업 임업 및 어업	1	-	3	1	2	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2014	동대문구	광업	1	-	3	1	2	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2014	동대문구	제조업	3,418	772	12,768	6,943	5,825	2,973	8,638	440	4,110	5	20	-	-	3,340	11,297	52	1,157	26	314
2014	동대문구	전기 가스 증기 및 수도사업	1	-	2	2	-	1	2	-	-	-	-	-	-	1	2	-	-	-	-
2014	동대문구	하수폐기물처리 원료재생 및 환경복원업	17	-	137	93	44	4	6	7	115	6	16	-	-	16	133	-	-	1	4
2014	동대문구	건설업	753	91	5,719	4,949	770	477	1,015	276	4,704	-	-	-	-	732	3,898	12	1,721	9	100
2014	동대문구	도매 및 소매업	11,656	3,774	32,274	19,279	12,995	10,056	19,880	1,570	12,210	25	161	5	23	11,217	26,550	128	1,949	311	3,775
2014	동대문구	운수업	3,705	162	7,339	6,345	994	3,612	4,116	71	2,208	15	980	7	35	3,679	5,301	5	979	21	1,059
2014	동대문구	숙박 및 음식점업	5,132	3,047	14,166	5,378	8,788	4,978	12,650	143	1,405	6	81	5	30	5,009	12,848	12	132	111	1,186
2014	동대문구	출판 영상 방송통신 및 정보서비스업	265	45	2,145	995	1,150	142	344	105	1,461	17	338	1	2	250	1,386	5	53	10	706
2014	동대문구	금융 및 보험업	311	46	5,359	1,611	3,748	41	83	208	4,696	62	580	-	-	89	559	17	305	205	4,495
2014	동대문구	부동산업 및 임대업	1,268	367	4,044	2,777	1,267	974	1,607	159	1,393	19	85	116	959	1,221	3,348	14	420	33	276
2014	동대문구	전문 과학 및 기술 서비스업	608	82	7,339	4,894	2,445	393	1,173	148	4,040	46	2,015	21	111	530	3,087	40	3,349	38	903
2014	동대문구	사업시설관리 및 사업지원 서비스업	344	87	6,963	3,899	3,064	184	433	149	5,784	8	705	3	41	302	3,174	11	3,229	31	560
2014	동대문구	공공행정 국방 및 사회보장 행정	51	2	3,573	2,535	1,038	-	-	-	-	51	3,573	-	-	51	3,573	-	-	-	-
2014	동대문구	교육 서비스업	934	491	14,877	7,070	7,807	730	1,869	54	1,287	103	11,270	47	451	860	6,416	12	3,159	62	5,302
2014	동대문구	보건업 및 사회복지 서비스업	912	344	11,863	3,198	8,665	801	5,970	3	16	33	4,900	75	977	886	7,419	3	23	23	4,421
2014	동대문구	예술 스포츠 및 여가관련 서비스업	718	294	2,066	1,078	988	672	1,349	17	109	14	502	15	106	701	1,582	6	137	11	347
2014	동대문구	협회 및 단체 수리 및 기타 개인서비스업	2,783	1,128	6,439	3,476	2,963	2,173	3,759	47	771	102	539	461	1,370	2,712	5,675	11	173	60	591
2014	중랑구	합계	28,047	9,316	99,712	52,264	47,448	25,089	58,646	1,793	24,939	365	12,690	800	3,437	27,192	82,548	146	6,095	709	11,069
2014	중랑구	광업	3	1	9	8	1	-	-	3	9	-	-	-	-	3	9	-	-	-	-
2014	중랑구	제조업	3,473	969	15,729	6,457	9,272	3,257	13,593	213	2,070	3	66	-	-	3,437	15,176	19	287	17	266
2014	중랑구	전기 가스 증기 및 수도사업	2	-	100	35	65	-	-	1	23	1	77	-	-	1	23	-	-	1	77
2014	중랑구	하수폐기물처리 원료재생 및 환경복원업	20	2	218	148	70	5	11	11	198	4	9	-	-	18	175	-	-	2	43
2014	중랑구	건설업	927	98	4,524	3,984	540	685	1,690	242	2,834	-	-	-	-	905	4,212	14	239	8	73
2014	중랑구	도매 및 소매업	5,789	2,194	16,618	8,858	7,760	5,106	10,851	667	5,368	15	396	1	3	5,484	13,027	50	811	255	2,780
2014	중랑구	운수업	6,255	299	13,662	13,020	642	6,149	6,746	92	6,746	14	170	-	-	6,212	11,614	6	867	37	1,181
2014	중랑구	숙박 및 음식점업	4,172	2,606	10,922	3,979	6,943	4,098	10,036	72	876	2	10	-	-	4,108	10,105	3	20	61	797
2014	중랑구	출판 영상 방송통신 및 정보서비스업	147	23	1,154	678	476	79	224	60	711	7	217	1	2	133	783	3	92	11	279
2014	중랑구	금융 및 보험업	147	18	1,797	681	1,116	26	55	75	1,196	46	546	-	-	47	259	10	160	90	1,378
2014	중랑구	부동산업 및 임대업	983	336	2,486	1,555	931	765	1,187	92	550	10	53	116	696	941	2,123	2	27	40	336
2014	중랑구	전문 과학 및 기술 서비스업	331	67	1,421	854	567	237	609	70	657	20	140	4	15	293	855	13	350	25	216
2014	중랑구	사업시설관리 및 사업지원 서비스업	274	64	2,830	1,646	1,184	164	598	98	2,118	7	71	5	43	246	1,755	10	840	18	235
2014	중랑구	공공행정 국방 및 사회보장 행정	43	3	2,911	2,005	906	-	-	-	-	43	2,911	-	-	43	2,911	-	-	-	-
2014	중랑구	교육 서비스업	926	561	7,838	2,340	5,498	787	2,214	49	1,041	64	4,331	26	252	880	5,469	7	986	39	1,383
2014	중랑구	보건업 및 사회복지 서비스업	866	375	8,879	1,867	7,012	758	5,319	1	5	39	2,716	68	839	833	6,330	5	1,398	28	1,151
2014	중랑구	예술 스포츠 및 여가관련 서비스업	830	339	2,452	1,302	1,150	745	1,565	9	49	32	733	44	105	805	1,945	1	1	24	506
2014	중랑구	협회 및 단체 수리 및 기타 개인서비스업	2,859	1,361	6,162	2,847	3,315	2,228	3,948	38	488	58	244	535	1,482	2,803	5,777	3	17	53	368
2014	성북구	합계	25,104	9,041	107,496	54,503	52,993	21,944	51,042	1,730	23,652	604	28,405	826	4,397	24,133	78,178	197	12,219	774	17,099
2014	성북구	제조업	2,509	622	9,470	4,318	5,152	2,371	8,029	134	1,420	2	11	2	10	2,480	8,915	17	481	12	74
2014	성북구	전기 가스 증기 및 수도사업	3	-	20	18	2	1	1	1	5	1	14	-	-	2	15	-	-	1	5
2014	성북구	하수폐기물처리 원료재생 및 환경복원업	13	2	146	131	15	4	12	8	132	1	2	-	-	13	146	-	-	-	-
2014	성북구	건설업	612	67	3,668	3,035	633	418	929	193	2,720	1	19	-	-	590	3,212	7	187	15	269
2014	성북구	도매 및 소매업	5,514	2,226	16,259	8,447	7,812	4,900	10,742	594	5,413	16	96	4	8	5,247	12,990	62	1,130	205	2,139
2014	성북구	운수업	3,739	165	7,125	6,767	358	3,674	3,990	54	2,996	11	139	-	-	3,718	6,185	6	794	15	146
2014	성북구	숙박 및 음식점업	4,491	2,555	13,168	5,124	8,044	4,341	11,348	145	1,762	5	58	-	-	4,380	11,690	14	204	97	1,274
2014	성북구	출판 영상 방송통신 및 정보서비스업	236	51	1,856	1,091	765	120	297	95	1,032	20	524	1	3	221	1,348	5	59	10	449
2014	성북구	금융 및 보험업	174	22	1,674	743	931	28	44	91	1,157	55	473	-	-	50	198	12	106	112	1,370
2014	성북구	부동산업 및 임대업	1,094	392	2,972	1,865	1,107	869	1,220	78	635	27	116	120	1,001	1,060	2,528	5	16	29	428
2014	성북구	전문 과학 및 기술 서비스업	434	67	2,714	1,598	1,116	271	683	118	838	33	1,162	12	31	398	1,363	10	1,015	26	336
2014	성북구	사업시설관리 및 사업지원 서비스업	234	50	4,391	2,408	1,983	136	436	83	3,598	9	269	6	88	213	2,840	10	977	11	574
2014	성북구	공공행정 국방 및 사회보장 행정	54	6	3,426	2,420	1,006	-	-	-	-	54	3,426	-	-	54	3,426	-	-	-	-
2014	성북구	교육 서비스업	1,304	727	21,230	9,864	11,366	1,036	2,813	78	1,112	165	17,114	25	191	1,160	8,243	18	6,709	126	6,278
2014	성북구	보건업 및 사회복지 서비스업	1,031	460	10,667	2,244	8,423	833	5,258	7	201	93	3,960	98	1,248	971	7,361	11	307	49	2,999
2014	성북구	예술 스포츠 및 여가관련 서비스업	698	268	2,049	1,153	896	637	1,417	24	152	25	427	12	53	673	1,717	3	13	22	319
2014	성북구	협회 및 단체 수리 및 기타 개인서비스업	2,964	1,361	6,661	3,277	3,384	2,305	3,823	27	479	86	595	546	1,764	2,903	6,001	17	221	44	439
2014	강북구	합계	19,223	6,982	70,919	34,285	36,634	17,174	40,248	1,031	16,984	331	10,068	687	3,619	18,547	57,634	94	2,701	582	10,584
2014	강북구	제조업	1,616	404	6,604	2,851	3,753	1,548	5,768	62	760	1	35	5	41	1,599	6,285	10	230	7	89
2014	강북구	전기 가스 증기 및 수도사업	2	-	208	159	49	-	-	-	-	2	208	-	-	1	131	-	-	1	77
2014	강북구	하수폐기물처리 원료재생 및 환경복원업	7	2	146	129	17	-	-	7	146	-	-	-	-	7	146	-	-	-	-
2014	강북구	건설업	529	57	2,101	1,781	320	412	757	117	1,344	-	-	-	-	521	1,894	2	69	6	138
2014	강북구	도매 및 소매업	4,063	1,646	11,019	5,508	5,511	3,688	7,961	357	3,008	9	35	9	15	3,881	9,118	25	240	157	1,661
2014	강북구	운수업	3,239	143	6,436	6,133	303	3,188	3,446	30	2,820	20	162	1	8	3,211	5,317	4	717	24	402
2014	강북구	숙박 및 음식점업	3,775	2,259	10,541	4,156	6,385	3,695	9,542	66	871	10	115	4	13	3,711	9,710	3	56	61	775
2014	강북구	출판 영상 방송통신 및 정보서비스업	108	18	729	392	337	57	183	41	400	10	146	-	-	95	439	6	113	7	177
2014	강북구	금융 및 보험업	209	38	3,908	1,053	2,855	39	183	139	3,376	31	349	-	-	54	372	6	168	149	3,368
2014	강북구	부동산업 및 임대업	772	265	1,796	1,102	694	635	956	65	419	7	19	65	402	746	1,552	5	46	21	198
2014	강북구	전문 과학 및 기술 서비스업	286	47	1,098	602	496	226	649	34	183	24	258	2	8	256	902	7	43	23	153
2014	강북구	사업시설관리 및 사업지원 서비스업	162	49	3,377	1,504	1,873	96	388	53	2,699	5	111	8	179	138	1,998	9	432	15	947
2014	강북구	공공행정 국방 및 사회보장 행정	43	2	2,865	2,116	749	-	-	-	-	42	2,858	1	7	42	2,859	-	-	1	6
