기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
기간	자치구	구분	합계	합계	합계	합계	합계	개인	개인	회사법인	회사법인	회사이외의 법인	회사이외의 법인	비법인단체	비법인단체	단독	단독	본사본점 등	본사본점 등	공장지사(점)영업소	공장지사(점)영업소
기간	자치구	구분	사업체수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
기간	자치구	구분	사업체수	여성대표자	계	남	여	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
2013	중랑구	교육 서비스업	898	543	7,620	2,269	5,351	769	2,094	40	867	57	4,321	32	338	857	5,498	6	928	35	1,194
2013	중랑구	보건업 및 사회복지 서비스업	838	353	8,373	1,683	6,690	740	5,027	2	12	34	2,615	62	719	808	5,919	5	1,339	25	1,115
2013	중랑구	예술 스포츠 및 여가관련 서비스업	865	341	2,577	1,409	1,168	786	1,643	5	34	30	809	44	91	845	2,021	1	129	19	427
2013	중랑구	협회 및 단체 수리 및 기타 개인서비스업	2,912	1,387	5,847	2,843	3,004	2,273	3,781	38	473	52	232	549	1,361	2,859	5,507	4	24	49	316
2013	성북구	합계	25,074	8,941	108,141	56,330	51,811	22,125	51,832	1,566	23,417	546	29,093	837	3,799	24,190	76,319	169	14,517	715	17,305
2013	성북구	제조업	2,435	584	9,246	4,178	5,068	2,323	7,899	110	1,336	-	-	2	11	2,416	8,898	12	316	7	32
2013	성북구	전기 가스 증기 및 수도사업	1	-	1	1	-	1	1	-	-	-	-	-	-	1	1	-	-	-	-
2013	성북구	하수폐기물처리 원료재생 및 환경복원업	14	3	152	136	16	4	12	9	138	1	2	-	-	14	152	-	-	-	-
2013	성북구	건설업	595	65	3,643	3,191	452	418	987	176	2,633	1	23	-	-	575	3,070	9	428	11	145
2013	성북구	도매 및 소매업	5,467	2,163	16,006	8,497	7,509	4,921	10,704	531	5,212	11	77	4	13	5,229	12,889	52	1,070	186	2,047
2013	성북구	운수업	3,742	147	6,998	6,669	329	3,682	4,001	48	2,867	12	130	-	-	3,719	6,023	7	803	16	172
2013	성북구	숙박 및 음식점업	4,555	2,598	13,324	5,259	8,065	4,423	11,671	126	1,594	4	56	2	3	4,457	11,990	10	117	88	1,217
2013	성북구	출판 영상 방송통신 및 정보서비스업	227	53	1,951	1,307	644	117	290	90	1,152	19	502	1	7	216	1,399	2	19	9	533
2013	성북구	금융 및 보험업	173	23	1,565	710	855	28	50	90	1,025	55	490	-	-	49	165	12	112	112	1,288
2013	성북구	부동산업 및 임대업	1,097	382	2,752	1,774	978	889	1,307	67	425	22	104	119	916	1,069	2,544	4	10	24	198
2013	성북구	전문 과학 및 기술 서비스업	424	64	3,084	2,002	1,082	271	692	115	846	24	1,501	14	45	394	1,398	5	1,324	25	362
2013	성북구	사업시설관리 및 사업지원 서비스업	218	48	4,970	2,876	2,094	128	387	81	4,364	5	195	4	24	195	2,628	10	1,856	13	486
2013	성북구	공공행정 국방 및 사회보장 행정	54	4	3,146	2,270	876	-	-	-	-	54	3,146	-	-	54	3,146	-	-	-	-
2013	성북구	교육 서비스업	1,304	708	22,343	10,665	11,678	1,041	3,057	72	1,106	166	18,012	25	168	1,154	7,217	19	7,864	131	7,262
2013	성북구	보건업 및 사회복지 서비스업	993	424	10,329	2,349	7,980	826	5,305	8	157	78	3,972	81	895	950	7,020	7	456	36	2,853
2013	성북구	예술 스포츠 및 여가관련 서비스업	742	278	2,158	1,285	873	694	1,553	16	128	24	455	8	22	721	1,873	4	19	17	266
2013	성북구	협회 및 단체 수리 및 기타 개인서비스업	3,033	1,397	6,473	3,161	3,312	2,359	3,916	27	434	70	428	577	1,695	2,977	5,906	16	123	40	444
2013	강북구	합계	19,248	6,947	69,468	33,491	35,977	17,288	39,153	981	16,694	305	10,342	674	3,279	18,580	55,846	91	2,662	577	10,960
2013	강북구	제조업	1,517	359	6,211	2,734	3,477	1,449	5,318	61	821	1	2	6	70	1,501	5,888	11	285	5	38
2013	강북구	전기 가스 증기 및 수도사업	2	-	208	165	43	-	-	-	-	2	208	-	-	1	133	-	-	1	75
2013	강북구	하수폐기물처리 원료재생 및 환경복원업	7	1	101	91	10	2	3	5	98	-	-	-	-	7	101	-	-	-	-
2013	강북구	건설업	501	56	1,778	1,509	269	403	642	98	1,136	-	-	-	-	495	1,636	3	53	3	89
2013	강북구	도매 및 소매업	4,074	1,675	10,526	5,304	5,222	3,722	7,674	334	2,788	9	41	9	23	3,893	8,630	28	274	153	1,622
2013	강북구	운수업	3,414	119	6,490	6,231	259	3,364	3,578	30	2,752	20	160	-	-	3,385	5,370	5	723	24	397
2013	강북구	숙박 및 음식점업	3,790	2,306	10,348	4,102	6,246	3,722	9,242	58	979	8	119	2	8	3,732	9,427	4	68	54	853
2013	강북구	출판 영상 방송통신 및 정보서비스업	95	15	1,107	654	453	49	131	35	422	10	538	1	16	83	771	5	105	7	231
2013	강북구	금융 및 보험업	217	42	4,226	1,099	3,127	33	75	153	3,804	31	347	-	-	50	258	6	238	161	3,730
2013	강북구	부동산업 및 임대업	779	274	1,817	1,152	665	657	968	58	377	2	4	62	468	755	1,598	3	15	21	204
2013	강북구	전문 과학 및 기술 서비스업	257	39	1,053	611	442	202	607	35	247	19	198	1	1	229	857	7	50	21	146
2013	강북구	사업시설관리 및 사업지원 서비스업	151	45	2,701	1,283	1,418	86	324	57	2,207	4	107	4	63	125	1,409	7	337	19	955
2013	강북구	공공행정 국방 및 사회보장 행정	41	2	2,780	1,820	960	-	-	-	-	41	2,780	-	-	41	2,780	-	-	-	-
2013	강북구	교육 서비스업	701	401	5,886	1,845	4,041	594	1,446	27	581	58	3,700	22	159	658	3,932	7	432	36	1,522
2013	강북구	보건업 및 사회복지 서비스업	702	251	6,562	1,364	5,198	580	4,157	1	1	37	1,300	84	1,104	679	6,181	2	20	21	361
2013	강북구	예술 스포츠 및 여가관련 서비스업	682	315	1,917	1,006	911	649	1,365	2	17	19	458	12	77	666	1,496	-	-	16	421
2013	강북구	협회 및 단체 수리 및 기타 개인서비스업	2,318	1,047	5,757	2,521	3,236	1,776	3,623	27	464	44	380	471	1,290	2,280	5,379	3	62	35	316
2013	도봉구	합계	17,713	6,052	63,936	34,347	29,589	15,782	33,966	938	16,202	242	10,297	751	3,471	17,175	53,207	73	2,453	465	8,276
2013	도봉구	제조업	926	231	3,765	1,734	2,031	868	3,084	56	674	2	7	-	-	921	3,693	2	58	3	14
2013	도봉구	하수폐기물처리 원료재생 및 환경복원업	11	1	133	109	24	3	8	8	125	-	-	-	-	9	131	-	-	2	2
2013	도봉구	건설업	426	58	1,437	1,164	273	317	591	108	845	-	-	1	1	412	1,297	6	76	8	64
2013	도봉구	도매 및 소매업	3,503	1,462	10,916	5,549	5,367	3,158	7,094	329	3,690	14	125	2	7	3,324	8,180	21	147	158	2,589
2013	도봉구	운수업	4,379	83	10,143	9,827	316	4,315	4,562	56	5,456	8	125	-	-	4,358	9,385	2	311	19	447
2013	도봉구	숙박 및 음식점업	2,707	1,676	7,091	2,656	4,435	2,650	6,372	51	661	6	58	-	-	2,663	6,523	5	46	39	522
2013	도봉구	출판 영상 방송통신 및 정보서비스업	63	20	296	185	111	37	91	18	162	8	43	-	-	59	187	1	7	3	102
2013	도봉구	금융 및 보험업	119	20	1,142	590	552	30	58	67	781	22	303	-	-	45	174	3	72	71	896
2013	도봉구	부동산업 및 임대업	787	311	2,960	1,937	1,023	593	984	51	850	3	20	140	1,106	749	2,236	6	434	32	290
2013	도봉구	전문 과학 및 기술 서비스업	295	36	1,418	935	483	232	772	42	450	19	194	2	2	266	998	10	194	19	226
2013	도봉구	사업시설관리 및 사업지원 서비스업	144	49	1,251	535	716	88	439	52	802	1	3	3	7	127	952	5	189	12	110
2013	도봉구	공공행정 국방 및 사회보장 행정	36	2	3,240	2,243	997	-	-	-	-	36	3,240	-	-	36	3,240	-	-	-	-
2013	도봉구	교육 서비스업	975	530	7,358	2,341	5,017	819	1,901	58	788	64	4,338	34	331	923	5,432	5	108	47	1,818
2013	도봉구	보건업 및 사회복지 서비스업	739	358	6,685	1,329	5,356	605	4,281	6	83	35	1,460	93	861	711	5,470	4	745	24	470
2013	도봉구	예술 스포츠 및 여가관련 서비스업	552	235	1,549	810	739	527	1,110	6	39	6	292	13	108	545	1,280	-	-	7	269
2013	도봉구	협회 및 단체 수리 및 기타 개인서비스업	2,051	980	4,552	2,403	2,149	1,540	2,619	30	796	18	89	463	1,048	2,027	4,029	3	66	21	457
2013	노원구	합계	25,173	8,573	104,525	51,703	52,822	22,150	49,393	1,567	24,404	457	24,516	999	6,212	24,104	76,387	140	7,424	929	20,714
2013	노원구	농업 임업 및 어업	1	-	3	3	-	-	-	-	-	1	3	-	-	-	-	-	-	1	3
2013	노원구	제조업	763	156	3,594	1,947	1,647	655	2,105	104	1,390	3	74	1	25	742	3,273	16	233	5	88
2013	노원구	전기 가스 증기 및 수도사업	4	-	238	202	36	-	-	1	80	3	158	-	-	-	-	1	80	3	158
2013	노원구	하수폐기물처리 원료재생 및 환경복원업	11	1	99	85	14	3	9	8	90	-	-	-	-	11	99	-	-	-	-
2013	노원구	건설업	477	80	1,718	1,349	369	337	671	140	1,047	-	-	-	-	466	1,591	5	67	6	60
2013	노원구	도매 및 소매업	4,599	1,959	13,851	6,730	7,121	4,077	9,077	507	4,647	10	103	5	24	4,303	10,522	38	352	258	2,977
2013	노원구	운수업	6,539	219	12,270	11,709	561	6,457	6,653	48	4,521	34	1,096	-	-	6,491	9,871	3	510	45	1,889
2013	노원구	숙박 및 음식점업	3,949	2,323	12,752	4,993	7,759	3,844	11,039	101	1,684	2	9	2	20	3,872	11,405	3	111	74	1,236
2013	노원구	출판 영상 방송통신 및 정보서비스업	125	35	1,184	709	475	62	147	44	666	18	340	1	31	112	743	1	2	12	439
2013	노원구	금융 및 보험업	243	33	4,294	1,316	2,978	20	24	193	3,856	29	408	1	6	44	543	2	20	197	3,731
2013	노원구	부동산업 및 임대업	1,193	464	4,542	3,195	1,347	827	1,379	92	756	9	61	265	2,346	1,139	3,973	8	115	46	454
2013	노원구	전문 과학 및 기술 서비스업	326	56	2,082	1,081	1,001	219	525	78	1,267	23	264	6	26	288	999	15	859	23	224
2013	노원구	사업시설관리 및 사업지원 서비스업	203	54	2,558	1,121	1,437	111	485	82	1,836	7	206	3	31	167	1,464	12	305	24	789
2013	노원구	공공행정 국방 및 사회보장 행정	41	4	2,607	1,828	779	-	-	-	-	41	2,607	-	-	40	2,548	-	-	1	59
2013	노원구	교육 서비스업	1,810	937	19,966	8,146	11,820	1,528	4,778	110	1,934	139	12,925	33	329	1,675	12,394	19	2,353	116	5,219
2013	노원구	보건업 및 사회복지 서비스업	1,382	688	13,864	3,003	10,861	1,212	6,713	7	46	85	5,727	78	1,378	1,303	8,534	13	2,408	66	2,922
2013	노원구	예술 스포츠 및 여가관련 서비스업	856	338	2,458	1,462	996	816	1,940	12	74	17	307	11	137	842	2,252	-	-	14	206
2013	노원구	협회 및 단체 수리 및 기타 개인서비스업	2,651	1,226	6,445	2,824	3,621	1,982	3,848	40	510	36	228	593	1,859	2,609	6,176	4	9	38	260
2013	은평구	합계	23,953	9,017	83,203	40,727	42,476	21,267	46,011	1,388	19,321	459	14,707	839	3,164	23,121	66,970	120	3,609	712	12,624
2013	은평구	제조업	890	233	3,086	1,596	1,490	800	2,259	84	693	5	132	1	2	878	2,818	3	75	9	193
2013	은평구	전기 가스 증기 및 수도사업	3	-	151	130	21	-	-	1	65	2	86	-	-	-	-	-	-	3	151
2013	은평구	하수폐기물처리 원료재생 및 환경복원업	18	2	300	241	59	6	15	12	285	-	-	-	-	17	299	-	-	1	1
2013	은평구	건설업	624	87	3,856	3,336	520	376	741	247	3,112	-	-	1	3	608	3,585	11	187	5	84
2013	은평구	도매 및 소매업	5,326	2,407	15,538	7,244	8,294	4,798	10,609	513	4,805	13	117	2	7	5,047	12,150	33	569	246	2,819
2013	은평구	운수업	4,936	76	8,564	8,300	264	4,878	5,091	37	3,212	18	254	3	7	4,906	7,380	4	514	26	670
2013	은평구	숙박 및 음식점업	4,079	2,513	11,093	4,227	6,866	4,004	10,001	64	1,039	8	47	3	6	4,025	10,221	4	24	50	848
2013	은평구	출판 영상 방송통신 및 정보서비스업	118	25	902	563	339	68	205	39	444	10	250	1	3	110	697	3	111	5	94
2013	은평구	금융 및 보험업	182	30	2,794	831	1,963	22	31	110	2,222	50	541	-	-	38	177	12	177	132	2,440
2013	은평구	부동산업 및 임대업	1,152	443	2,362	1,443	919	938	1,296	72	385	18	62	124	619	1,124	2,194	3	16	25	152
2013	은평구	전문 과학 및 기술 서비스업	305	37	1,740	852	888	235	588	48	432	19	717	3	3	275	1,343	12	195	18	202
2013	은평구	사업시설관리 및 사업지원 서비스업	145	40	1,748	904	844	79	325	62	1,285	4	138	-	-	133	957	5	635	7	156
2013	은평구	공공행정 국방 및 사회보장 행정	51	3	3,096	2,179	917	-	-	-	-	51	3,096	-	-	50	2,786	1	310	-	-
2013	은평구	교육 서비스업	1,402	830	9,994	3,086	6,908	1,209	3,123	52	788	117	5,927	24	156	1,316	6,825	14	632	72	2,537
2013	은평구	보건업 및 사회복지 서비스업	1,026	448	9,653	1,895	7,758	876	6,171	2	22	69	2,688	79	772	973	7,954	6	66	47	1,633
2013	은평구	예술 스포츠 및 여가관련 서비스업	752	318	1,963	1,100	863	719	1,550	12	88	11	300	10	25	740	1,671	2	13	10	279
2013	은평구	협회 및 단체 수리 및 기타 개인서비스업	2,944	1,525	6,363	2,800	3,563	2,259	4,006	33	444	64	352	588	1,561	2,881	5,913	7	85	56	365
2013	서대문구	합계	19,211	7,046	98,666	50,628	48,038	16,125	35,376	1,873	30,869	538	28,852	675	3,569	18,102	62,164	186	9,629	923	26,873
2013	서대문구	농업 임업 및 어업	3	1	11	10	1	-	-	3	11	-	-	-	-	2	10	1	1	-	-
2013	서대문구	제조업	699	186	2,493	1,285	1,208	640	1,778	55	624	2	85	2	6	686	2,189	9	207	4	97
2013	서대문구	전기 가스 증기 및 수도사업	3	-	480	372	108	-	-	1	48	2	432	-	-	3	480	-	-	-	-
2013	서대문구	하수폐기물처리 원료재생 및 환경복원업	12	3	139	127	12	4	13	8	126	-	-	-	-	9	92	1	44	2	3
2013	서대문구	건설업	451	55	3,271	2,820	451	310	538	140	2,727	1	6	-	-	441	3,041	3	130	7	100
2013	서대문구	도매 및 소매업	4,226	1,703	13,649	7,299	6,350	3,657	7,144	544	6,142	24	361	1	2	3,922	8,726	49	2,117	255	2,806
2013	서대문구	운수업	2,936	80	5,332	5,037	295	2,847	2,984	78	2,238	9	104	2	6	2,913	5,115	6	82	17	135
2013	서대문구	숙박 및 음식점업	4,196	2,329	13,660	5,717	7,943	3,942	10,569	240	3,024	6	26	8	41	4,000	11,321	9	73	187	2,266
2013	서대문구	출판 영상 방송통신 및 정보서비스업	329	61	2,912	1,969	943	173	415	139	2,218	14	273	3	6	303	1,971	10	587	16	354
2013	서대문구	금융 및 보험업	225	28	5,379	2,655	2,724	32	54	152	4,923	41	402	-	-	62	547	18	1,349	145	3,483
2013	서대문구	부동산업 및 임대업	845	317	2,480	1,560	920	660	1,065	74	650	17	90	94	675	821	2,238	1	10	23	232
2013	서대문구	전문 과학 및 기술 서비스업	437	83	4,584	2,465	2,119	258	849	133	2,150	35	1,465	11	120	399	2,440	18	1,504	20	640
2013	서대문구	사업시설관리 및 사업지원 서비스업	322	73	4,977	2,750	2,227	144	531	159	4,293	9	60	10	93	291	3,812	14	641	17	524
2013	서대문구	공공행정 국방 및 사회보장 행정	44	1	4,683	2,928	1,755	-	-	-	-	44	4,683	-	-	43	4,612	-	-	1	71
2013	서대문구	교육 서비스업	1,023	581	14,852	6,722	8,130	761	2,040	94	1,228	135	11,324	33	260	881	4,737	20	2,181	122	7,934
2013	서대문구	보건업 및 사회복지 서비스업	692	263	12,972	3,656	9,316	540	3,156	7	58	83	8,860	62	898	626	4,670	12	411	54	7,891
2013	서대문구	예술 스포츠 및 여가관련 서비스업	555	214	1,650	958	692	514	1,107	22	259	10	198	9	86	538	1,354	3	141	14	155
2013	서대문구	협회 및 단체 수리 및 기타 개인서비스업	2,213	1,068	5,142	2,298	2,844	1,643	3,133	24	150	106	483	440	1,376	2,162	4,809	12	151	39	182
2013	마포구	합계	32,793	10,610	214,621	120,386	94,235	23,463	59,886	7,587	124,827	844	25,234	899	4,674	30,393	141,155	826	47,136	1,574	26,330
2013	마포구	광업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2013	마포구	제조업	1,306	312	5,453	2,961	2,492	1,070	3,122	234	2,320	2	11	-	-	1,269	4,581	22	805	15	67
2013	마포구	전기 가스 증기 및 수도사업	6	-	419	366	53	-	-	2	181	4	238	-	-	1	3	-	-	5	416
2013	마포구	하수폐기물처리 원료재생 및 환경복원업	27	5	266	228	38	4	5	12	155	11	106	-	-	26	259	1	7	-	-
2013	마포구	건설업	972	118	10,977	9,420	1,557	424	887	547	9,950	1	140	-	-	911	8,394	39	2,112	22	471
2013	마포구	도매 및 소매업	7,433	2,515	29,859	17,147	12,712	5,265	11,180	2,138	18,447	22	198	8	34	6,793	19,564	211	5,525	429	4,770
2013	마포구	운수업	3,134	192	11,442	8,597	2,845	2,472	2,682	632	8,004	24	733	6	23	2,987	7,704	86	2,500	61	1,238
2013	마포구	숙박 및 음식점업	6,612	3,328	23,362	10,281	13,081	6,226	19,116	375	4,193	7	40	4	13	6,348	20,075	38	602	226	2,685
2013	마포구	출판 영상 방송통신 및 정보서비스업	2,076	334	30,167	19,325	10,842	845	2,581	1,183	26,177	39	1,366	9	43	1,935	20,224	73	7,536	68	2,407
2013	마포구	금융 및 보험업	491	71	13,304	6,495	6,809	49	174	374	10,071	68	3,059	-	-	169	1,964	45	4,529	277	6,811
2013	마포구	부동산업 및 임대업	1,544	515	5,546	3,589	1,957	1,083	1,705	280	2,085	30	509	151	1,247	1,443	4,368	34	648	67	530
2013	마포구	전문 과학 및 기술 서비스업	2,079	405	19,836	12,467	7,369	1,123	3,240	839	15,072	100	1,481	17	43	1,865	9,350	116	9,076	98	1,410
2013	마포구	사업시설관리 및 사업지원 서비스업	909	246	24,060	11,948	12,112	264	1,067	598	22,523	12	267	35	203	780	15,787	62	6,852	67	1,421
2013	마포구	공공행정 국방 및 사회보장 행정	61	6	4,224	2,697	1,527	-	-	-	-	61	4,224	-	-	58	4,115	-	-	3	109
2013	마포구	교육 서비스업	1,400	667	14,959	6,528	8,431	1,038	3,191	191	2,789	127	8,568	44	411	1,266	7,882	26	5,114	108	1,963
2013	마포구	보건업 및 사회복지 서비스업	981	349	7,355	1,435	5,920	811	4,730	9	164	69	1,400	92	1,061	931	6,272	22	699	28	384
2013	마포구	예술 스포츠 및 여가관련 서비스업	848	298	3,682	2,160	1,522	714	1,714	93	861	25	1,062	16	45	808	2,975	10	393	30	314
2013	마포구	협회 및 단체 수리 및 기타 개인서비스업	2,913	1,249	9,709	4,741	4,968	2,075	4,492	79	1,834	242	1,832	517	1,551	2,802	7,637	41	738	70	1,334
2013	양천구	합계	25,720	9,167	109,999	60,086	49,913	21,838	50,721	2,572	37,464	421	17,623	889	4,191	24,502	86,283	237	7,409	981	16,307
2013	양천구	제조업	1,188	280	5,369	2,719	2,650	1,039	3,628	148	1,734	1	7	-	-	1,162	5,035	15	261	11	73
2013	양천구	전기 가스 증기 및 수도사업	5	-	391	320	71	-	-	2	15	3	376	-	-	3	156	-	-	2	235
2013	양천구	하수폐기물처리 원료재생 및 환경복원업	26	2	407	359	48	5	10	18	384	3	13	-	-	23	331	1	3	2	73
2013	양천구	건설업	789	99	7,785	6,655	1,130	506	1,210	282	6,557	1	18	-	-	756	6,748	16	849	17	188
2013	양천구	도매 및 소매업	5,487	2,238	16,718	8,866	7,852	4,558	9,925	907	6,578	21	213	1	2	5,085	12,744	66	995	336	2,979
2013	양천구	운수업	5,044	239	12,425	11,656	769	4,815	5,192	211	6,367	17	865	1	1	5,000	10,488	18	929	26	1,008
2013	양천구	숙박 및 음식점업	3,602	2,209	11,824	4,474	7,350	3,478	9,687	122	2,125	2	12	-	-	3,496	10,035	6	31	100	1,758
2013	양천구	출판 영상 방송통신 및 정보서비스업	256	46	4,294	3,146	1,148	117	304	130	3,392	9	598	-	-	230	1,883	15	1,853	11	558
2013	양천구	금융 및 보험업	202	28	2,473	1,046	1,427	22	32	143	2,030	37	411	-	-	40	155	9	104	153	2,214
2013	양천구	부동산업 및 임대업	1,222	502	3,676	2,311	1,365	958	1,466	112	1,166	6	26	146	1,018	1,165	2,949	12	74	45	653
2013	양천구	전문 과학 및 기술 서비스업	637	81	3,321	2,103	1,218	459	1,392	131	1,488	45	409	2	32	569	2,211	24	445	44	665
2013	양천구	사업시설관리 및 사업지원 서비스업	221	63	3,161	1,668	1,493	97	421	108	2,253	7	416	9	71	189	1,927	10	673	22	561
2013	양천구	공공행정 국방 및 사회보장 행정	48	2	4,671	3,229	1,442	-	-	-	-	48	4,671	-	-	45	4,398	1	232	2	41
2013	양천구	교육 서비스업	2,215	1,141	13,971	4,676	9,295	1,905	5,230	183	2,542	90	5,912	37	287	2,087	10,993	24	475	104	2,503
2013	양천구	보건업 및 사회복지 서비스업	1,070	446	10,337	2,378	7,959	921	6,368	8	78	54	2,822	87	1,069	1,021	7,913	7	178	42	2,246
2013	양천구	예술 스포츠 및 여가관련 서비스업	824	351	2,636	1,506	1,130	751	1,685	19	291	13	332	41	328	813	2,312	2	133	9	191
2013	양천구	협회 및 단체 수리 및 기타 개인서비스업	2,884	1,440	6,540	2,974	3,566	2,207	4,171	48	464	64	522	565	1,383	2,818	6,005	11	174	55	361
2013	강서구	합계	32,021	10,914	178,281	97,986	80,295	25,493	59,121	4,794	96,121	576	17,750	1,158	5,289	30,103	114,392	434	38,259	1,484	25,630
2013	강서구	광업	1	-	7	7	-	-	-	1	7	-	-	-	-	1	7	-	-	-	-
2013	강서구	제조업	1,150	263	6,172	3,561	2,611	880	2,932	265	3,195	3	35	2	10	1,112	5,268	21	600	17	304
2013	강서구	전기 가스 증기 및 수도사업	4	1	657	595	62	1	1	1	578	2	78	-	-	1	1	1	578	2	78
2013	강서구	하수폐기물처리 원료재생 및 환경복원업	42	3	619	535	84	5	20	30	580	7	19	-	-	39	585	-	-	3	34
2013	강서구	건설업	972	103	9,465	7,771	1,694	478	1,015	493	8,338	1	112	-	-	919	6,548	29	2,574	24	343
2013	강서구	도매 및 소매업	7,770	2,949	29,710	17,030	12,680	5,883	13,218	1,866	16,270	17	193	4	29	7,136	21,722	130	2,510	504	5,478
2013	강서구	운수업	6,598	284	45,176	29,639	15,537	5,947	6,570	597	37,208	54	1,398	-	-	6,389	16,069	80	25,470	129	3,637
2013	강서구	숙박 및 음식점업	4,854	2,859	16,207	6,118	10,089	4,639	12,919	205	3,245	7	31	3	12	4,683	13,664	8	95	163	2,448
2013	강서구	출판 영상 방송통신 및 정보서비스업	418	55	6,019	4,189	1,830	122	382	285	5,297	9	316	2	24	383	4,622	12	461	23	936
2013	강서구	금융 및 보험업	287	40	4,204	1,605	2,599	34	102	205	3,354	48	748	-	-	81	453	8	285	198	3,466
2013	강서구	부동산업 및 임대업	1,560	554	5,361	3,339	2,022	1,111	1,812	184	1,770	13	202	252	1,577	1,473	4,613	16	225	71	523
2013	강서구	전문 과학 및 기술 서비스업	609	78	4,507	3,110	1,397	316	857	262	3,241	26	392	5	17	492	2,279	48	919	69	1,309
2013	강서구	사업시설관리 및 사업지원 서비스업	350	86	10,901	5,610	5,291	148	670	186	9,947	10	266	6	18	275	6,209	26	2,323	49	2,369
2013	강서구	공공행정 국방 및 사회보장 행정	59	4	3,180	2,302	878	-	-	-	-	59	3,180	-	-	58	3,127	-	-	1	53
2013	강서구	교육 서비스업	1,547	907	11,493	3,837	7,656	1,314	3,561	90	1,227	114	6,411	29	294	1,452	8,393	16	750	79	2,350
2013	강서구	보건업 및 사회복지 서비스업	1,217	548	12,168	2,369	9,799	1,049	7,834	8	246	82	2,802	78	1,286	1,149	10,207	15	633	53	1,328
2013	강서구	예술 스포츠 및 여가관련 서비스업	1,058	471	2,910	1,544	1,366	957	1,972	24	342	33	381	44	215	1,030	2,578	1	39	27	293
2013	강서구	협회 및 단체 수리 및 기타 개인서비스업	3,525	1,709	9,525	4,825	4,700	2,609	5,256	92	1,276	91	1,186	733	1,807	3,430	8,047	23	797	72	681
2013	구로구	합계	35,352	10,110	193,660	114,036	79,624	26,806	61,235	7,212	111,487	521	15,780	813	5,158	33,068	133,770	707	34,141	1,577	25,749
2013	구로구	제조업	3,633	431	19,330	13,694	5,636	2,765	7,156	863	12,116	4	56	1	2	3,472	14,840	90	3,847	71	643
2013	구로구	전기 가스 증기 및 수도사업	5	1	102	92	10	-	-	2	88	3	14	-	-	3	13	1	85	1	4
2013	구로구	하수폐기물처리 원료재생 및 환경복원업	22	3	200	177	23	1	5	14	178	7	17	-	-	20	130	2	70	-	-
2013	구로구	건설업	905	103	8,151	6,978	1,173	467	1,038	438	7,113	-	-	-	-	854	5,887	33	1,965	18	299
2013	구로구	도매 및 소매업	11,343	3,182	35,762	22,383	13,379	8,520	17,486	2,805	18,208	11	50	7	18	10,430	27,653	239	3,381	674	4,728
2013	구로구	운수업	4,413	171	8,623	8,016	607	4,275	4,580	99	2,885	34	1,095	5	63	4,368	6,763	12	599	33	1,261
2013	구로구	숙박 및 음식점업	4,493	2,765	13,672	4,846	8,826	4,325	11,427	162	2,209	4	28	2	8	4,351	11,776	5	77	137	1,819
2013	구로구	출판 영상 방송통신 및 정보서비스업	1,746	186	29,798	21,273	8,525	334	1,160	1,390	28,440	18	175	4	23	1,586	21,977	79	5,940	81	1,881
2013	구로구	금융 및 보험업	353	56	7,041	2,581	4,460	63	103	219	6,076	70	860	1	2	123	803	18	1,073	212	5,165
2013	구로구	부동산업 및 임대업	1,209	423	4,507	2,903	1,604	862	1,360	150	1,681	8	34	189	1,432	1,139	3,345	21	567	49	595
2013	구로구	전문 과학 및 기술 서비스업	1,221	134	14,336	10,481	3,855	585	1,955	565	11,124	68	1,219	3	38	1,015	7,499	124	5,958	82	879
2013	구로구	사업시설관리 및 사업지원 서비스업	501	116	18,971	7,374	11,597	188	680	281	17,972	5	17	27	302	394	5,682	36	8,676	71	4,613
2013	구로구	공공행정 국방 및 사회보장 행정	42	1	3,710	2,675	1,035	-	-	-	-	42	3,710	-	-	42	3,710	-	-	-	-
2013	구로구	교육 서비스업	1,096	605	9,566	3,385	6,181	849	2,350	106	1,835	105	5,155	36	226	1,018	7,058	17	1,353	61	1,155
2013	구로구	보건업 및 사회복지 서비스업	942	412	9,948	1,997	7,951	812	5,983	6	148	46	2,561	78	1,256	916	7,802	7	153	19	1,993
2013	구로구	예술 스포츠 및 여가관련 서비스업	828	362	2,076	1,170	906	773	1,616	24	226	18	144	13	90	817	2,013	-	-	11	63
2013	구로구	협회 및 단체 수리 및 기타 개인서비스업	2,600	1,159	7,867	4,011	3,856	1,987	4,336	88	1,188	78	645	447	1,698	2,520	6,819	23	397	57	651
2013	금천구	합계	28,406	7,610	203,455	128,225	75,230	19,192	50,808	8,170	140,675	389	8,957	655	3,015	26,141	138,317	828	37,752	1,437	27,386
2013	금천구	농업 임업 및 어업	1	-	3	3	-	-	-	1	3	-	-	-	-	1	3	-	-	-	-
