기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
2017	강북구	공공행정 국방 및 사회보장 행정	44	1	2,750	1,767	983	-	-	-	-	44	2,750	-	-	43	2,745	-	-	1	5
2017	강북구	교육 서비스업	683	387	5,729	1,835	3,894	562	1,431	32	468	65	3,638	24	192	632	3,757	8	308	43	1,664
2017	강북구	보건업 및 사회복지 서비스업	816	310	8,573	1,551	7,022	629	5,052	2	6	57	1,685	128	1,830	778	8,054	3	17	35	502
2017	강북구	예술 스포츠 및 여가관련 서비스업	721	326	1,972	1,062	910	671	1,366	16	98	23	487	11	21	695	1,502	1	3	25	467
2017	강북구	협회 및 단체 수리 및 기타 개인 서비스업	2,249	1,114	4,523	2,040	2,483	1,769	2,983	21	278	45	269	414	993	2,214	4,265	6	64	29	194
2017	도봉구	합계	18,351	6,324	70,503	36,085	34,418	16,145	36,624	1,116	17,333	316	11,907	774	4,639	17,716	59,519	78	1,848	557	9,136
2017	도봉구	농업 임업 및 어업	1	-	2	1	1	-	-	1	2	-	-	-	-	1	2	-	-	-	-
2017	도봉구	제조업	1,090	295	4,556	2,126	2,430	1,010	3,762	76	745	4	49	-	-	1,081	4,443	4	50	5	63
2017	도봉구	수도 하수 및 폐기물 처리 원료 재생업	9	3	116	92	24	1	5	8	111	-	-	-	-	8	113	-	-	1	3
2017	도봉구	건설업	492	86	3,150	2,460	690	359	1,012	132	2,132	1	6	-	-	479	2,857	5	74	8	219
2017	도봉구	도매 및 소매업	3,500	1,420	10,915	5,466	5,449	3,055	7,044	421	3,687	21	176	3	8	3,285	8,393	18	197	197	2,325
2017	도봉구	운수 및 창고업	4,502	127	9,543	9,096	447	4,443	4,607	48	4,764	11	172	-	-	4,483	8,819	2	350	17	374
2017	도봉구	숙박 및 음식점업	2,732	1,619	7,514	2,826	4,688	2,655	6,756	70	670	7	88	-	-	2,675	6,971	5	44	52	499
2017	도봉구	정보통신업	87	12	709	487	222	50	140	29	235	7	331	1	3	80	613	1	4	6	92
2017	도봉구	금융 및 보험업	136	24	1,320	534	786	52	198	61	801	23	321	-	-	64	279	3	82	69	959
2017	도봉구	부동산업	785	318	2,609	1,651	958	595	941	40	706	4	26	146	936	763	2,136	1	287	21	186
2017	도봉구	전문 과학 및 기술 서비스업	325	53	1,785	1,029	756	260	944	42	635	21	194	2	12	293	1,147	12	404	20	234
2017	도봉구	사업시설 관리 사업 지원 및 임대 서비스업	172	60	1,352	755	597	90	259	77	1,064	4	26	1	3	146	814	5	169	21	369
2017	도봉구	공공행정 국방 및 사회보장 행정	39	1	3,605	2,178	1,427	-	-	-	-	39	3,605	-	-	39	3,605	-	-	-	-
2017	도봉구	교육 서비스업	960	559	7,423	2,368	5,055	791	1,900	62	820	69	4,266	38	437	898	5,362	9	46	53	2,015
2017	도봉구	보건업 및 사회복지 서비스업	845	403	9,640	1,736	7,904	653	5,317	6	119	65	2,043	121	2,161	788	8,663	6	66	51	911
2017	도봉구	예술 스포츠 및 여가관련 서비스업	620	285	1,903	995	908	583	1,332	10	71	7	398	20	102	608	1,501	2	9	10	393
2017	도봉구	협회 및 단체 수리 및 기타 개인 서비스업	2,056	1,059	4,361	2,285	2,076	1,548	2,407	33	771	33	206	442	977	2,025	3,801	5	66	26	494
2017	노원구	합계	26,516	9,401	117,859	55,762	62,097	22,865	54,088	2,077	29,902	565	26,327	1,009	7,542	25,146	86,951	158	7,251	1,212	23,657
2017	노원구	농업 임업 및 어업	1	-	2	1	1	-	-	-	-	1	2	-	-	-	-	-	-	1	2
2017	노원구	제조업	848	207	4,042	2,158	1,884	693	2,385	148	1,430	5	123	2	104	816	3,529	23	356	9	157
2017	노원구	전기 가스 증기 및 공기조절 공급업	4	-	214	182	32	-	-	1	79	3	135	-	-	-	-	-	-	4	214
2017	노원구	수도 하수 및 폐기물 처리 원료 재생업	13	3	162	138	24	1	2	12	160	-	-	-	-	12	110	-	-	1	52
2017	노원구	건설업	538	107	2,431	1,926	505	397	1,041	141	1,390	-	-	-	-	531	2,334	3	31	4	66
2017	노원구	도매 및 소매업	5,084	2,301	15,534	7,018	8,516	4,327	10,147	732	5,263	20	111	5	13	4,646	11,830	34	382	404	3,322
2017	노원구	운수 및 창고업	6,550	259	12,677	12,039	638	6,449	6,602	62	5,243	37	824	2	8	6,497	10,057	7	703	46	1,917
2017	노원구	숙박 및 음식점업	4,143	2,302	14,211	5,565	8,646	3,954	11,742	172	2,395	9	46	8	28	3,997	12,160	6	53	140	1,998
2017	노원구	정보통신업	168	44	1,233	738	495	68	160	86	793	13	278	1	2	153	856	-	-	15	377
2017	노원구	금융 및 보험업	243	47	4,315	1,324	2,991	30	95	181	3,759	31	451	1	10	48	514	2	13	193	3,788
2017	노원구	부동산업	1,198	457	4,574	3,053	1,521	843	1,501	67	609	14	148	274	2,316	1,162	4,228	4	57	32	289
2017	노원구	전문 과학 및 기술 서비스업	420	81	2,339	1,413	926	262	757	123	1,001	34	580	1	1	370	1,702	17	238	33	399
2017	노원구	사업시설 관리 사업 지원 및 임대 서비스업	313	115	5,110	2,586	2,524	178	490	112	4,320	7	153	16	147	275	3,417	14	1,025	24	668
2017	노원구	공공행정 국방 및 사회보장 행정	38	4	3,042	1,867	1,175	-	-	-	-	38	3,042	-	-	37	2,982	-	-	1	60
2017	노원구	교육 서비스업	1,951	1,029	21,222	8,393	12,829	1,570	4,989	167	2,483	172	13,208	42	542	1,767	13,068	26	1,900	158	6,254
2017	노원구	보건업 및 사회복지 서비스업	1,468	709	18,404	3,357	15,047	1,222	8,424	12	346	113	6,618	121	3,016	1,369	12,443	15	2,419	84	3,542
2017	노원구	예술 스포츠 및 여가관련 서비스업	921	381	2,852	1,604	1,248	861	2,164	28	173	17	425	15	90	899	2,593	2	12	20	247
2017	노원구	협회 및 단체 수리 및 기타 개인 서비스업	2,615	1,355	5,495	2,400	3,095	2,010	3,589	33	458	51	183	521	1,265	2,567	5,128	5	62	43	305
2017	은평구	합계	24,561	9,413	88,818	41,845	46,973	21,442	47,784	1,689	20,204	547	16,567	883	4,263	23,485	70,645	152	4,325	924	13,848
2017	은평구	제조업	957	258	3,266	1,704	1,562	849	2,392	99	755	9	119	-	-	934	2,907	9	157	14	202
2017	은평구	전기 가스 증기 및 공기조절 공급업	6	1	160	129	31	1	1	1	64	4	95	-	-	3	4	-	-	3	156
2017	은평구	수도 하수 및 폐기물 처리 원료 재생업	13	3	206	185	21	3	6	10	200	-	-	-	-	12	179	-	-	1	27
2017	은평구	건설업	645	108	4,092	3,412	680	392	916	250	3,166	3	10	-	-	630	3,891	8	96	7	105
2017	은평구	도매 및 소매업	5,121	2,272	15,605	7,182	8,423	4,458	10,012	634	4,965	26	617	3	11	4,717	11,620	46	809	358	3,176
2017	은평구	운수 및 창고업	4,990	188	8,482	8,031	451	4,925	5,128	43	2,991	19	357	3	6	4,959	6,765	5	1,030	26	687
2017	은평구	숙박 및 음식점업	4,178	2,450	11,781	4,518	7,263	4,015	10,100	142	1,594	15	73	6	14	4,056	10,384	7	55	115	1,342
2017	은평구	정보통신업	149	38	1,246	897	349	81	184	52	790	14	268	2	4	139	796	1	226	9	224
2017	은평구	금융 및 보험업	170	33	2,437	703	1,734	25	54	97	1,865	48	518	-	-	37	185	12	163	121	2,089
2017	은평구	부동산업	1,409	585	3,296	1,888	1,408	1,158	1,708	77	514	21	82	153	992	1,384	3,055	5	62	20	179
2017	은평구	전문 과학 및 기술 서비스업	347	61	1,510	857	653	257	677	63	571	24	255	3	7	320	1,249	10	117	17	144
2017	은평구	사업시설 관리 사업 지원 및 임대 서비스업	229	70	1,694	948	746	132	295	85	1,206	8	183	4	10	196	912	8	381	25	401
2017	은평구	공공행정 국방 및 사회보장 행정	53	3	4,042	2,603	1,439	-	-	-	-	53	4,042	-	-	50	3,537	1	419	2	86
2017	은평구	교육 서비스업	1,430	847	9,983	2,907	7,076	1,213	3,103	68	752	121	5,943	28	185	1,343	6,920	18	563	69	2,500
2017	은평구	보건업 및 사회복지 서비스업	1,170	546	13,259	2,261	10,998	965	8,165	3	71	99	3,399	103	1,624	1,090	11,238	15	101	65	1,920
2017	은평구	예술 스포츠 및 여가관련 서비스업	814	348	2,216	1,210	1,006	747	1,520	34	293	15	316	18	87	794	1,822	5	130	15	264
2017	은평구	협회 및 단체 수리 및 기타 개인 서비스업	2,880	1,602	5,543	2,410	3,133	2,221	3,523	31	407	68	290	560	1,323	2,821	5,181	2	16	57	346
2017	서대문구	합계	19,852	7,417	111,117	55,668	55,449	16,323	37,822	2,194	34,583	660	35,299	675	3,413	18,563	66,335	225	13,977	1,064	30,805
2017	서대문구	농업 임업 및 어업	1	1	1	-	1	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2017	서대문구	제조업	754	206	2,721	1,471	1,250	655	1,826	93	802	4	89	2	4	730	2,371	7	132	17	218
2017	서대문구	전기 가스 증기 및 공기조절 공급업	2	-	51	11	40	1	2	1	49	-	-	-	-	2	51	-	-	-	-
2017	서대문구	수도 하수 및 폐기물 처리 원료 재생업	14	3	574	426	148	4	17	8	166	2	391	-	-	13	525	1	49	-	-
2017	서대문구	건설업	502	88	4,062	3,609	453	356	925	144	3,132	2	5	-	-	494	3,368	3	604	5	90
2017	서대문구	도매 및 소매업	4,071	1,672	14,505	7,542	6,963	3,406	7,290	639	7,013	25	200	1	2	3,722	8,777	55	3,248	294	2,480
2017	서대문구	운수 및 창고업	2,881	111	6,195	5,791	404	2,790	2,992	79	3,060	10	134	2	9	2,860	5,784	6	270	15	141
2017	서대문구	숙박 및 음식점업	4,337	2,315	14,107	5,762	8,345	4,018	10,875	300	3,147	15	69	4	16	4,079	11,507	17	170	241	2,430
2017	서대문구	정보통신업	416	102	2,852	1,803	1,049	225	479	167	1,959	20	407	4	7	387	2,258	9	230	20	364
2017	서대문구	금융 및 보험업	213	37	4,796	2,482	2,314	25	36	139	4,205	48	552	1	3	67	745	16	1,751	130	2,300
2017	서대문구	부동산업	989	378	2,594	1,637	957	770	1,221	87	592	27	86	105	695	954	2,243	10	138	25	213
2017	서대문구	전문 과학 및 기술 서비스업	568	141	5,884	2,861	3,023	333	1,024	179	2,291	45	2,538	11	31	512	2,324	27	2,310	29	1,250
2017	서대문구	사업시설 관리 사업 지원 및 임대 서비스업	450	150	7,011	3,672	3,339	235	519	207	6,402	4	43	4	47	390	3,468	22	2,204	38	1,339
2017	서대문구	공공행정 국방 및 사회보장 행정	44	1	5,428	3,357	2,071	-	-	-	-	44	5,428	-	-	43	5,293	1	135	-	-
2017	서대문구	교육 서비스업	1,078	593	18,919	8,508	10,411	802	2,356	97	1,454	149	14,839	30	270	925	5,835	24	1,856	129	11,228
2017	서대문구	보건업 및 사회복지 서비스업	781	297	14,639	3,523	11,116	600	3,958	6	70	90	9,584	85	1,027	718	5,644	12	618	51	8,377
2017	서대문구	예술 스포츠 및 여가관련 서비스업	587	250	1,788	954	834	528	1,406	32	155	14	177	13	50	562	1,616	3	22	22	150
2017	서대문구	협회 및 단체 수리 및 기타 개인 서비스업	2,164	1,072	4,990	2,259	2,731	1,575	2,896	15	85	161	757	413	1,252	2,104	4,525	12	240	48	225
2017	마포구	합계	36,325	12,245	247,999	134,707	113,292	25,508	67,555	9,022	151,117	973	24,262	822	5,065	33,457	161,075	942	57,158	1,926	29,766
2017	마포구	제조업	1,336	349	5,121	2,751	2,370	1,079	3,012	254	2,092	3	17	-	-	1,301	4,368	21	701	14	52
2017	마포구	전기 가스 증기 및 공기조절 공급업	8	-	425	357	68	-	-	4	168	4	257	-	-	3	8	-	-	5	417
2017	마포구	수도 하수 및 폐기물 처리 원료 재생업	22	3	307	281	26	1	6	10	204	11	97	-	-	22	307	-	-	-	-
2017	마포구	건설업	1,084	181	16,287	13,764	2,523	485	1,664	598	14,622	1	1	-	-	1,015	12,814	39	2,766	30	707
2017	마포구	도매 및 소매업	7,664	2,720	33,868	17,931	15,937	5,099	11,470	2,523	22,171	40	218	2	9	6,795	20,684	275	7,257	594	5,927
2017	마포구	운수 및 창고업	2,947	201	11,967	8,567	3,400	2,304	2,590	606	8,247	34	1,122	3	8	2,817	8,384	74	2,374	56	1,209
2017	마포구	숙박 및 음식점업	8,139	3,686	28,793	13,255	15,538	7,432	22,390	681	6,283	14	62	12	58	7,652	24,131	66	660	421	4,002
2017	마포구	정보통신업	2,469	461	34,801	22,597	12,204	953	2,753	1,464	30,762	45	1,259	7	27	2,331	20,865	82	10,864	56	3,072
2017	마포구	금융 및 보험업	497	84	11,322	5,363	5,959	52	90	378	10,019	65	1,206	2	7	209	2,191	35	2,835	253	6,296
2017	마포구	부동산업	1,755	559	5,588	3,593	1,995	1,289	2,178	285	2,089	24	186	157	1,135	1,673	4,703	20	318	62	567
2017	마포구	전문 과학 및 기술 서비스업	2,460	519	19,824	12,417	7,407	1,238	3,431	1,065	14,991	149	1,377	8	25	2,211	11,030	149	7,620	100	1,174
2017	마포구	사업시설 관리 사업 지원 및 임대 서비스업	1,072	310	35,339	16,396	18,943	329	1,098	716	33,725	16	422	11	94	934	18,563	72	15,354	66	1,422
2017	마포구	공공행정 국방 및 사회보장 행정	58	7	4,599	2,772	1,827	-	-	-	-	58	4,599	-	-	56	4,132	-	-	2	467
2017	마포구	교육 서비스업	1,609	846	15,681	6,165	9,516	1,216	3,866	229	3,294	121	7,950	43	571	1,469	9,301	29	4,007	111	2,373
2017	마포구	보건업 및 사회복지 서비스업	1,182	490	10,593	1,778	8,815	982	6,337	15	197	87	2,410	98	1,649	1,115	8,579	19	1,194	48	820
2017	마포구	예술 스포츠 및 여가관련 서비스업	1,000	382	4,257	2,397	1,860	819	2,118	130	1,137	27	916	24	86	937	3,321	15	481	48	455
2017	마포구	협회 및 단체 수리 및 기타 개인 서비스업	3,023	1,447	9,227	4,323	4,904	2,230	4,552	64	1,116	274	2,163	455	1,396	2,917	7,694	46	727	60	806
2017	양천구	합계	26,077	9,626	119,943	63,780	56,163	21,799	52,609	2,940	42,126	464	20,047	874	5,161	24,770	92,952	259	9,587	1,048	17,404
2017	양천구	제조업	1,190	325	5,294	2,624	2,670	1,036	3,569	152	1,701	2	24	-	-	1,164	4,837	16	354	10	103
2017	양천구	전기 가스 증기 및 공기조절 공급업	2	-	270	214	56	-	-	-	-	2	270	-	-	-	-	1	186	1	84
2017	양천구	수도 하수 및 폐기물 처리 원료 재생업	21	2	457	379	78	2	4	17	301	2	152	-	-	17	367	2	9	2	81
2017	양천구	건설업	840	134	9,741	8,359	1,382	524	1,600	316	8,141	-	-	-	-	819	7,564	15	2,102	6	75
2017	양천구	도매 및 소매업	5,432	2,210	17,338	8,942	8,396	4,410	10,060	998	7,115	22	146	2	17	5,032	13,167	64	936	336	3,235
2017	양천구	운수 및 창고업	4,894	290	12,935	11,941	994	4,676	5,112	203	6,907	15	916	-	-	4,852	10,651	16	993	26	1,291
2017	양천구	숙박 및 음식점업	3,566	2,081	11,585	4,310	7,275	3,376	9,471	181	2,081	6	19	3	14	3,410	9,832	7	26	149	1,727
2017	양천구	정보통신업	283	60	5,010	3,447	1,563	109	353	161	3,945	11	658	2	54	253	2,241	14	2,319	16	450
2017	양천구	금융 및 보험업	207	33	2,486	1,000	1,486	29	68	140	1,959	38	459	-	-	63	222	7	97	137	2,167
2017	양천구	부동산업	1,242	543	3,647	2,330	1,317	949	1,474	113	666	7	61	173	1,446	1,189	3,163	12	78	41	406
2017	양천구	전문 과학 및 기술 서비스업	695	110	3,049	1,689	1,360	490	1,523	146	988	55	528	4	10	619	2,311	32	374	44	364
2017	양천구	사업시설 관리 사업 지원 및 임대 서비스업	315	107	4,694	3,035	1,659	146	414	153	3,982	9	217	7	81	264	2,630	23	918	28	1,146
2017	양천구	공공행정 국방 및 사회보장 행정	48	4	6,153	3,659	2,494	-	-	-	-	47	5,893	1	260	47	6,117	-	-	1	36
2017	양천구	교육 서비스업	2,366	1,260	15,026	4,932	10,094	1,979	5,423	255	3,288	99	5,984	33	331	2,203	11,526	26	648	137	2,852
2017	양천구	보건업 및 사회복지 서비스업	1,213	555	13,177	2,500	10,677	1,026	7,706	17	250	58	3,656	112	1,565	1,165	10,380	7	251	41	2,546
2017	양천구	예술 스포츠 및 여가관련 서비스업	935	413	3,097	1,662	1,435	850	2,015	42	373	19	501	24	208	904	2,633	5	44	26	420
2017	양천구	협회 및 단체 수리 및 기타 개인 서비스업	2,828	1,499	5,984	2,757	3,227	2,197	3,817	46	429	72	563	513	1,175	2,769	5,311	12	252	47	421
2017	강서구	합계	36,556	12,762	234,394	130,005	104,389	28,310	70,367	6,333	136,604	700	20,739	1,213	6,684	34,158	141,577	539	54,312	1,859	38,505
2017	강서구	농업 임업 및 어업	1	-	30	27	3	-	-	-	-	1	30	-	-	1	30	-	-	-	-
2017	강서구	제조업	1,258	311	7,027	3,937	3,090	938	3,110	317	3,845	3	72	-	-	1,214	5,912	23	748	21	367
2017	강서구	전기 가스 증기 및 공기조절 공급업	6	1	426	355	71	1	1	3	339	2	86	-	-	2	2	1	303	3	121
2017	강서구	수도 하수 및 폐기물 처리 원료 재생업	42	3	639	551	88	7	42	28	580	7	17	-	-	34	542	2	15	6	82
2017	강서구	건설업	1,135	162	13,334	11,574	1,760	540	1,530	594	11,799	1	5	-	-	1,068	11,685	29	972	38	677
2017	강서구	도매 및 소매업	8,713	3,233	34,665	18,923	15,742	6,254	14,985	2,427	19,439	30	223	2	18	7,939	25,284	146	3,321	628	6,060
2017	강서구	운수 및 창고업	7,095	400	53,820	35,515	18,305	6,323	7,012	706	45,125	65	1,680	1	3	6,858	17,766	95	32,083	142	3,971
2017	강서구	숙박 및 음식점업	5,651	3,204	20,057	7,532	12,525	5,307	15,713	335	4,290	4	25	5	29	5,389	16,685	16	135	246	3,237
2017	강서구	정보통신업	659	102	11,196	7,680	3,516	221	575	426	10,321	10	296	2	4	605	5,455	20	4,845	34	896
2017	강서구	금융 및 보험업	298	49	3,976	1,535	2,441	29	120	218	3,049	51	807	-	-	94	590	14	438	190	2,948
2017	강서구	부동산업	1,909	712	7,006	4,461	2,545	1,365	2,470	261	2,963	13	112	270	1,461	1,806	4,770	12	1,517	91	719
2017	강서구	전문 과학 및 기술 서비스업	989	182	17,291	12,811	4,480	500	1,367	433	14,986	53	931	3	7	793	3,810	79	2,639	117	10,842
2017	강서구	사업시설 관리 사업 지원 및 임대 서비스업	554	151	17,199	9,094	8,105	217	602	320	15,969	10	539	7	89	437	9,755	43	5,221	74	2,223
2017	강서구	공공행정 국방 및 사회보장 행정	57	5	3,267	2,087	1,180	-	-	-	-	57	3,267	-	-	55	2,982	1	213	1	72
2017	강서구	교육 서비스업	1,787	1,083	13,832	4,471	9,361	1,515	4,633	110	1,544	138	7,465	24	190	1,673	10,340	15	655	99	2,837
2017	강서구	보건업 및 사회복지 서비스업	1,542	746	17,902	2,871	15,031	1,268	10,550	11	368	99	3,747	164	3,237	1,458	15,196	17	614	67	2,092
2017	강서구	예술 스포츠 및 여가관련 서비스업	1,176	513	3,498	1,819	1,679	1,046	2,377	49	435	33	502	48	184	1,139	2,967	4	72	33	459
2017	강서구	협회 및 단체 수리 및 기타 개인 서비스업	3,684	1,905	9,229	4,762	4,467	2,779	5,280	95	1,552	123	935	687	1,462	3,593	7,806	22	521	69	902
2017	구로구	합계	38,405	11,298	213,468	122,446	91,022	28,145	66,527	8,729	122,339	659	18,600	872	6,002	35,897	152,474	753	36,221	1,755	24,773
2017	구로구	농업 임업 및 어업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2017	구로구	제조업	3,729	540	19,002	13,385	5,617	2,841	7,678	882	11,240	3	69	3	15	3,593	15,012	83	3,378	53	612
2017	구로구	전기 가스 증기 및 공기조절 공급업	7	1	102	96	6	1	2	5	96	1	4	-	-	5	11	1	87	1	4
2017	구로구	수도 하수 및 폐기물 처리 원료 재생업	21	-	219	187	32	2	5	11	184	8	30	-	-	19	153	2	66	-	-
2017	구로구	건설업	1,020	134	11,691	9,996	1,695	515	1,681	501	9,991	3	17	1	2	960	8,849	40	2,595	20	247
2017	구로구	도매 및 소매업	12,201	3,530	40,111	24,112	15,999	8,625	18,217	3,541	21,727	28	146	7	21	11,214	31,521	252	4,042	735	4,548
2017	구로구	운수 및 창고업	4,768	211	9,552	8,678	874	4,599	5,084	129	3,164	36	1,249	4	55	4,700	7,295	17	670	51	1,587
2017	구로구	숙박 및 음식점업	4,688	2,739	14,686	5,231	9,455	4,441	12,151	241	2,518	4	11	2	6	4,498	12,727	12	130	178	1,829
2017	구로구	정보통신업	2,096	281	30,009	21,364	8,645	449	1,210	1,625	28,351	19	436	3	12	1,941	23,938	91	4,916	64	1,155
2017	구로구	금융 및 보험업	480	90	8,392	2,935	5,457	99	198	303	7,370	75	819	3	5	211	1,171	26	1,314	243	5,907
2017	구로구	부동산업	1,320	456	4,381	2,710	1,671	916	1,436	187	1,493	9	46	208	1,406	1,265	3,868	8	59	47	454
2017	구로구	전문 과학 및 기술 서비스업	1,485	205	15,312	10,387	4,925	705	2,708	672	11,361	105	1,240	3	3	1,253	9,343	122	4,340	110	1,629
2017	구로구	사업시설 관리 사업 지원 및 임대 서비스업	697	202	21,935	9,768	12,167	281	803	385	20,908	15	99	16	125	574	7,806	49	12,116	74	2,013
2017	구로구	공공행정 국방 및 사회보장 행정	46	2	4,061	2,635	1,426	-	-	-	-	46	4,061	-	-	45	4,054	-	-	1	7
2017	구로구	교육 서비스업	1,204	676	10,481	3,615	6,866	934	2,523	128	2,244	103	5,297	39	417	1,119	7,850	19	1,505	66	1,126
2017	구로구	보건업 및 사회복지 서비스업	1,124	518	13,889	2,485	11,404	921	7,222	11	323	72	3,973	120	2,371	1,085	10,634	12	542	27	2,713
2017	구로구	예술 스포츠 및 여가관련 서비스업	888	372	2,403	1,322	1,081	805	1,722	46	341	24	266	13	74	860	2,121	3	33	25	249
2017	구로구	협회 및 단체 수리 및 기타 개인 서비스업	2,630	1,341	7,241	3,539	3,702	2,011	3,887	61	1,027	108	837	450	1,490	2,554	6,120	16	428	60	693
2017	금천구	합계	31,750	8,611	228,000	142,168	85,832	20,307	54,586	10,281	159,968	531	10,311	631	3,135	29,176	157,419	878	44,413	1,696	26,168
2017	금천구	농업 임업 및 어업	1	-	4	2	2	-	-	1	4	-	-	-	-	1	4	-	-	-	-
2017	금천구	광업	2	-	3	3	-	-	-	2	3	-	-	-	-	2	3	-	-	-	-
2017	금천구	제조업	5,412	1,025	40,151	25,790	14,361	3,402	12,708	1,997	27,251	11	182	2	10	5,109	32,969	168	5,195	135	1,987
2017	금천구	전기 가스 증기 및 공기조절 공급업	6	-	15	12	3	3	6	3	9	-	-	-	-	6	15	-	-	-	-
2017	금천구	수도 하수 및 폐기물 처리 원료 재생업	27	-	305	285	20	6	8	14	210	7	87	-	-	22	228	3	72	2	5
2017	금천구	건설업	1,130	152	15,891	14,025	1,866	512	1,621	616	14,266	1	1	1	3	1,057	11,889	37	3,419	36	583
2017	금천구	도매 및 소매업	8,948	2,644	41,969	25,024	16,945	5,602	12,731	3,328	29,179	17	54	1	5	8,020	27,503	281	9,705	647	4,761
2017	금천구	운수 및 창고업	2,824	155	9,589	8,257	1,332	2,589	3,497	206	5,846	26	216	3	30	2,727	7,116	21	726	76	1,747
2017	금천구	숙박 및 음식점업	3,318	1,959	10,293	3,443	6,850	3,147	8,678	165	1,589	2	8	4	18	3,180	9,009	4	33	134	1,251
2017	금천구	정보통신업	2,441	299	36,266	25,183	11,083	522	1,733	1,909	34,463	10	70	-	-	2,254	24,431	99	8,930	88	2,905
2017	금천구	금융 및 보험업	227	27	2,505	1,326	1,179	32	81	144	1,777	48	643	3	4	111	589	10	224	106	1,692
2017	금천구	부동산업	984	289	3,114	2,150	964	690	1,074	222	1,662	6	8	66	370	931	2,585	11	57	42	472
2017	금천구	전문 과학 및 기술 서비스업	1,922	232	26,071	18,188	7,883	713	2,612	1,096	21,626	109	1,818	4	15	1,565	13,757	156	7,031	201	5,283
2017	금천구	사업시설 관리 사업 지원 및 임대 서비스업	610	123	20,864	10,687	10,177	206	693	360	19,612	10	218	34	341	465	9,463	43	7,803	102	3,598
2017	금천구	공공행정 국방 및 사회보장 행정	32	6	1,908	1,155	753	-	-	-	-	32	1,908	-	-	30	1,899	-	-	2	9
2017	금천구	교육 서비스업	675	340	5,452	1,761	3,691	467	1,290	107	1,081	76	2,809	25	272	613	4,173	20	558	42	721
2017	금천구	보건업 및 사회복지 서비스업	692	275	7,229	1,220	6,009	527	4,360	7	112	46	1,435	112	1,322	659	6,288	8	391	25	550
2017	금천구	예술 스포츠 및 여가관련 서비스업	588	270	1,464	766	698	538	1,089	27	218	13	137	10	20	570	1,285	1	7	17	172
2017	금천구	협회 및 단체 수리 및 기타 개인 서비스업	1,911	815	4,907	2,891	2,016	1,351	2,405	77	1,060	117	717	366	725	1,854	4,213	16	262	41	432
2017	영등포구	합계	43,163	12,955	362,800	210,507	152,293	30,722	74,751	10,299	236,442	1,219	44,918	923	6,689	39,572	197,266	1,160	117,811	2,431	47,723
2017	영등포구	광업	2	-	19	19	-	-	-	2	19	-	-	-	-	2	19	-	-	-	-
2017	영등포구	제조업	4,186	601	14,084	10,002	4,082	3,609	8,660	570	5,305	6	117	1	2	4,085	12,148	57	1,225	44	711
2017	영등포구	전기 가스 증기 및 공기조절 공급업	9	-	761	554	207	-	-	5	245	4	516	-	-	2	3	1	196	6	562
2017	영등포구	수도 하수 및 폐기물 처리 원료 재생업	23	3	628	550	78	6	12	14	510	3	106	-	-	18	362	3	241	2	25
2017	영등포구	건설업	1,372	220	23,440	19,993	3,447	629	1,708	742	21,731	-	-	1	1	1,290	13,696	44	9,152	38	592
2017	영등포구	도매 및 소매업	11,581	3,533	51,856	30,743	21,113	8,086	16,793	3,444	34,555	43	484	8	24	10,530	31,732	327	12,552	724	7,572
2017	영등포구	운수 및 창고업	4,094	188	12,233	9,647	2,586	3,670	4,155	331	6,726	86	1,270	7	82	3,922	7,786	67	2,953	105	1,494
2017	영등포구	숙박 및 음식점업	7,003	3,888	25,853	9,644	16,209	6,340	18,034	643	7,671	16	139	4	9	6,463	19,387	36	367	504	6,099
2017	영등포구	정보통신업	1,785	289	28,943	21,209	7,734	527	1,503	1,227	23,769	27	3,663	4	8	1,669	17,828	63	8,949	53	2,166
2017	영등포구	금융 및 보험업	1,158	155	54,040	31,126	22,914	154	462	879	45,750	121	7,820	4	8	656	10,816	104	32,158	398	11,066
2017	영등포구	부동산업	1,849	541	11,132	7,645	3,487	1,200	2,083	382	6,633	34	320	233	2,096	1,745	5,870	35	3,993	69	1,269
2017	영등포구	전문 과학 및 기술 서비스업	2,310	364	30,977	20,636	10,341	1,007	3,013	1,059	21,206	229	6,687	15	71	1,951	12,987	185	15,527	174	2,463
2017	영등포구	사업시설 관리 사업 지원 및 임대 서비스업	1,120	301	58,775	28,114	30,661	405	955	682	57,452	19	198	14	170	903	25,363	106	26,255	111	7,157
2017	영등포구	공공행정 국방 및 사회보장 행정	67	7	8,676	5,587	3,089	-	-	-	-	67	8,676	-	-	66	8,670	-	-	1	6
2017	영등포구	교육 서비스업	1,251	655	9,054	2,885	6,169	945	2,693	140	1,543	114	4,362	52	456	1,169	7,475	26	689	56	890
2017	영등포구	보건업 및 사회복지 서비스업	1,201	480	16,182	3,449	12,733	1,001	8,293	8	57	76	6,314	116	1,518	1,146	11,371	16	759	39	4,052
2017	영등포구	예술 스포츠 및 여가관련 서비스업	1,096	455	3,956	2,039	1,917	971	1,971	74	864	37	1,032	14	89	1,048	3,102	11	148	37	706
