기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
2016	서울시	출판 영상 방송통신 및 정보서비스업	23,356	3,655	344,155	237,323	106,832	7,026	19,701	15,806	306,320	466	17,728	58	406	21,834	221,206	747	94,097	775	28,852
2016	서울시	금융 및 보험업	10,955	1,565	269,712	139,246	130,466	1,540	3,468	7,915	231,078	1,445	34,920	55	246	4,567	41,850	612	104,605	5,776	123,257
2016	서울시	부동산업 및 임대업	40,946	13,129	177,672	114,904	62,768	28,686	54,649	7,769	85,793	509	5,397	3,982	31,833	38,737	129,189	691	30,342	1,518	18,141
2016	서울시	전문 과학 및 기술 서비스업	39,104	6,311	435,086	279,670	155,416	20,027	68,415	15,523	299,927	3,336	65,762	218	982	34,052	224,777	2,606	151,954	2,446	58,355
2016	서울시	사업시설관리 및 사업지원 서비스업	13,375	3,543	460,776	227,721	233,055	5,025	17,131	7,810	432,306	287	8,744	253	2,595	11,260	207,331	929	200,297	1,186	53,148
2016	서울시	공공행정 국방 및 사회보장 행정	1,293	103	136,043	88,852	47,191	-	-	-	-	1,292	136,034	1	9	1,261	132,626	7	2,278	25	1,139
2016	서울시	교육 서비스업	34,065	18,203	333,486	130,260	203,226	26,403	74,675	3,962	56,141	2,860	195,355	840	7,315	31,099	194,340	620	57,243	2,346	81,903
2016	서울시	보건업 및 사회복지 서비스업	27,267	10,840	332,028	72,842	259,186	23,197	170,789	194	2,968	1,974	130,894	1,902	27,377	25,873	225,264	276	27,679	1,118	79,085
2016	서울시	예술 스포츠 및 여가관련 서비스업	21,653	8,802	84,990	46,216	38,774	19,112	45,011	1,310	16,583	729	20,647	502	2,749	20,828	65,207	161	4,995	664	14,788
2016	서울시	협회 및 단체 수리 및 기타 개인서비스업	70,307	32,395	207,858	101,880	105,978	52,165	104,224	1,917	32,737	4,222	31,456	12,003	39,441	67,963	172,764	698	16,933	1,646	18,161
2016	종로구	합계	40,664	13,420	268,309	154,334	113,975	32,175	77,452	6,309	138,426	1,313	48,299	867	4,132	37,981	146,126	827	83,884	1,856	38,299
2016	종로구	농업 임업 및 어업	2	1	36	32	4	-	-	1	18	1	18	-	-	1	18	1	18	-	-
2016	종로구	광업	1	-	5	4	1	-	-	1	5	-	-	-	-	-	-	1	5	-	-
2016	종로구	제조업	4,364	1,129	12,708	7,502	5,206	4,102	10,403	256	2,285	5	18	1	2	4,297	11,742	38	777	29	189
2016	종로구	전기 가스 증기 및 수도사업	6	-	384	298	86	-	-	6	384	-	-	-	-	3	9	2	362	1	13
2016	종로구	하수폐기물처리 원료재생 및 환경복원업	7	3	135	126	9	1	2	6	133	-	-	-	-	6	132	-	-	1	3
2016	종로구	건설업	354	41	29,630	26,605	3,025	197	443	157	29,187	-	-	-	-	326	2,064	18	25,449	10	2,117
2016	종로구	도매 및 소매업	17,310	5,770	45,461	26,521	18,940	15,083	26,816	2,178	18,354	42	226	7	65	16,501	34,008	256	5,567	553	5,886
2016	종로구	운수업	1,384	101	6,835	5,088	1,747	1,005	1,556	354	4,852	22	418	3	9	1,295	4,589	42	1,525	47	721
2016	종로구	숙박 및 음식점업	6,620	3,514	26,773	10,894	15,879	5,976	19,079	616	7,482	24	197	4	15	6,134	20,805	41	404	445	5,564
2016	종로구	출판 영상 방송통신 및 정보서비스업	879	179	16,898	11,344	5,554	409	1,075	408	14,888	42	825	20	110	816	8,110	30	3,790	33	4,998
2016	종로구	금융 및 보험업	567	88	20,406	10,766	9,640	93	150	411	19,209	63	1,047	-	-	267	3,381	46	10,703	254	6,322
2016	종로구	부동산업 및 임대업	1,377	330	8,260	5,534	2,726	928	1,927	326	5,344	39	287	84	702	1,279	4,540	34	2,558	64	1,162
2016	종로구	전문 과학 및 기술 서비스업	1,489	306	21,603	12,640	8,963	799	5,786	506	12,959	155	2,801	29	57	1,298	11,577	100	8,136	91	1,890
2016	종로구	사업시설관리 및 사업지원 서비스업	1,119	307	20,542	8,247	12,295	333	712	742	19,495	25	214	19	121	980	7,436	68	9,463	71	3,643
2016	종로구	공공행정 국방 및 사회보장 행정	92	10	16,396	10,962	5,434	-	-	-	-	92	16,396	-	-	90	16,369	-	-	2	27
2016	종로구	교육 서비스업	880	370	13,130	6,302	6,828	508	1,711	174	1,956	147	9,203	51	260	759	6,239	36	3,487	85	3,404
2016	종로구	보건업 및 사회복지 서비스업	699	240	14,278	3,692	10,586	556	3,297	7	70	94	10,417	42	494	636	4,426	19	9,085	44	767
2016	종로구	예술 스포츠 및 여가관련 서비스업	927	285	6,332	3,209	3,123	665	1,747	128	1,360	105	3,141	29	84	856	4,301	25	1,189	46	842
2016	종로구	협회 및 단체 수리 및 기타 개인서비스업	2,587	746	8,497	4,568	3,929	1,520	2,748	32	445	457	3,091	578	2,213	2,437	6,380	70	1,366	80	751
2016	중구	합계	63,640	23,442	402,892	221,757	181,135	52,042	118,422	9,815	230,410	1,140	50,866	643	3,194	59,206	218,852	1,236	122,994	3,198	61,046
2016	중구	광업	2	-	4	2	2	-	-	2	4	-	-	-	-	2	4	-	-	-	-
2016	중구	제조업	9,799	1,964	29,206	18,968	10,238	8,994	23,172	785	5,872	19	156	1	6	9,662	27,564	68	1,219	69	423
2016	중구	전기 가스 증기 및 수도사업	6	-	998	727	271	-	-	2	221	4	777	-	-	1	151	2	221	3	626
2016	중구	하수폐기물처리 원료재생 및 환경복원업	8	-	132	114	18	-	-	8	132	-	-	-	-	7	130	-	-	1	2
2016	중구	건설업	430	45	7,041	5,836	1,205	239	645	190	6,326	1	70	-	-	388	2,695	22	1,564	20	2,782
2016	중구	도매 및 소매업	33,395	15,206	95,682	46,562	49,120	29,877	55,732	3,482	39,810	32	132	4	8	31,803	66,726	386	16,882	1,206	12,074
2016	중구	운수업	1,544	157	15,777	10,627	5,150	845	1,749	651	13,243	44	763	4	22	1,306	6,140	125	6,882	113	2,755
2016	중구	숙박 및 음식점업	6,083	3,091	32,536	13,604	18,932	5,302	18,105	755	13,882	22	512	4	37	5,477	21,615	53	3,965	553	6,956
2016	중구	출판 영상 방송통신 및 정보서비스업	1,006	176	28,301	19,488	8,813	396	973	573	26,390	31	870	6	68	893	10,680	60	15,742	53	1,879
2016	중구	금융 및 보험업	1,298	197	56,499	30,973	25,526	268	518	909	48,280	113	7,582	8	119	644	9,208	90	33,048	564	14,243
2016	중구	부동산업 및 임대업	1,743	383	10,370	7,143	3,227	1,049	2,310	568	7,106	39	335	87	619	1,560	6,014	65	2,623	118	1,733
2016	중구	전문 과학 및 기술 서비스업	2,780	484	38,862	23,555	15,307	1,814	5,654	783	29,727	167	3,450	16	31	2,473	13,806	180	20,911	127	4,145
2016	중구	사업시설관리 및 사업지원 서비스업	1,397	326	37,639	18,550	19,089	486	1,263	865	35,917	28	394	18	65	1,180	17,109	90	13,253	127	7,277
2016	중구	공공행정 국방 및 사회보장 행정	67	6	19,383	12,625	6,758	-	-	-	-	67	19,383	-	-	65	18,790	1	455	1	138
2016	중구	교육 서비스업	481	233	8,849	3,866	4,983	260	646	96	1,370	98	6,648	27	185	388	3,536	21	2,938	72	2,375
2016	중구	보건업 및 사회복지 서비스업	710	216	8,769	2,381	6,388	583	3,603	6	70	72	4,660	49	436	659	5,472	14	1,499	37	1,798
2016	중구	예술 스포츠 및 여가관련 서비스업	574	190	3,918	2,064	1,854	450	1,029	67	1,256	45	1,577	12	56	522	2,823	9	73	43	1,022
2016	중구	협회 및 단체 수리 및 기타 개인서비스업	2,317	768	8,926	4,672	4,254	1,479	3,023	73	804	358	3,557	407	1,542	2,176	6,389	50	1,719	91	818
2016	용산구	합계	20,994	6,995	129,033	72,259	56,774	15,394	37,153	4,558	67,125	601	21,171	441	3,584	19,216	78,875	521	27,874	1,257	22,284
2016	용산구	제조업	1,071	255	3,439	1,958	1,481	955	2,574	114	816	2	49	-	-	1,045	3,065	16	235	10	139
2016	용산구	전기 가스 증기 및 수도사업	2	-	3	2	1	1	1	1	2	-	-	-	-	1	1	1	2	-	-
2016	용산구	하수폐기물처리 원료재생 및 환경복원업	12	1	157	132	25	4	15	7	140	1	2	-	-	11	124	-	-	1	33
2016	용산구	건설업	444	66	7,298	6,269	1,029	240	573	200	6,217	4	508	-	-	409	3,214	18	3,067	17	1,017
2016	용산구	도매 및 소매업	7,546	2,275	28,940	18,669	10,271	5,238	9,915	2,284	18,825	20	195	4	5	6,952	19,761	196	4,998	398	4,181
2016	용산구	운수업	1,350	92	4,103	2,917	1,186	1,229	1,484	93	1,549	27	1,036	1	34	1,292	2,181	15	536	43	1,386
2016	용산구	숙박 및 음식점업	4,322	2,186	17,805	8,161	9,644	3,823	11,682	489	6,066	7	48	3	9	3,976	13,869	60	701	286	3,235
2016	용산구	출판 영상 방송통신 및 정보서비스업	569	108	7,225	4,505	2,720	216	583	332	5,802	20	827	1	13	525	4,492	18	1,076	26	1,657
2016	용산구	금융 및 보험업	294	29	5,683	2,390	3,293	39	69	208	4,913	45	699	2	2	82	469	20	1,587	192	3,627
2016	용산구	부동산업 및 임대업	1,100	374	5,155	3,441	1,714	813	1,367	163	2,439	12	106	112	1,243	1,046	3,284	19	1,430	35	441
2016	용산구	전문 과학 및 기술 서비스업	764	157	13,040	7,607	5,433	393	1,077	311	8,530	55	3,426	5	7	670	5,323	58	7,263	36	454
2016	용산구	사업시설관리 및 사업지원 서비스업	321	87	11,007	4,942	6,065	121	1,073	188	9,723	7	120	5	91	258	5,422	26	3,668	37	1,917
2016	용산구	공공행정 국방 및 사회보장 행정	47	4	3,261	2,142	1,119	-	-	-	-	47	3,261	-	-	46	3,237	-	-	1	24
2016	용산구	교육 서비스업	539	321	7,581	2,469	5,112	356	1,048	70	750	96	5,579	17	204	460	4,024	18	2,279	61	1,278
2016	용산구	보건업 및 사회복지 서비스업	537	217	6,195	2,094	4,101	426	2,524	3	78	65	2,990	43	603	497	4,005	10	133	30	2,057
2016	용산구	예술 스포츠 및 여가관련 서비스업	388	131	2,257	1,214	1,043	324	773	25	321	24	1,092	15	71	372	1,863	4	154	12	240
2016	용산구	협회 및 단체 수리 및 기타 개인서비스업	1,688	692	5,884	3,347	2,537	1,216	2,395	70	954	169	1,233	233	1,302	1,574	4,541	42	745	72	598
2016	성동구	합계	26,581	7,838	165,047	96,924	68,123	19,697	50,935	5,757	87,069	540	23,314	587	3,729	24,848	109,093	585	31,015	1,148	24,939
2016	성동구	제조업	4,622	870	27,879	17,791	10,088	3,592	13,333	1,022	14,497	7	45	1	4	4,380	21,911	153	4,547	89	1,421
2016	성동구	전기 가스 증기 및 수도사업	8	-	654	550	104	1	4	3	285	4	365	-	-	4	291	1	277	3	86
2016	성동구	하수폐기물처리 원료재생 및 환경복원업	28	5	388	337	51	1	1	17	242	10	145	-	-	24	351	1	13	3	24
2016	성동구	건설업	657	95	6,053	4,931	1,122	330	1,002	326	5,045	1	6	-	-	617	5,201	20	397	20	455
2016	성동구	도매 및 소매업	7,112	2,111	32,094	19,501	12,593	4,853	10,718	2,240	21,147	16	222	3	7	6,566	21,141	196	7,264	350	3,689
2016	성동구	운수업	2,708	118	8,310	7,261	1,049	2,554	3,061	114	3,278	37	1,957	3	14	2,644	5,659	19	868	45	1,783
2016	성동구	숙박 및 음식점업	3,592	1,991	11,073	4,354	6,719	3,405	9,287	180	1,746	5	29	2	11	3,453	9,724	11	103	128	1,246
2016	성동구	출판 영상 방송통신 및 정보서비스업	731	91	8,508	6,201	2,307	163	448	554	7,830	14	230	-	-	684	7,304	20	615	27	589
2016	성동구	금융 및 보험업	276	39	3,950	1,595	2,355	63	136	167	3,367	46	447	-	-	123	589	11	529	142	2,832
2016	성동구	부동산업 및 임대업	1,288	427	6,306	4,097	2,209	888	1,578	220	3,335	18	102	162	1,291	1,216	4,261	22	1,457	50	588
2016	성동구	전문 과학 및 기술 서비스업	1,095	170	10,395	6,755	3,640	520	1,677	500	7,487	67	1,205	8	26	941	6,361	70	3,048	84	986
2016	성동구	사업시설관리 및 사업지원 서비스업	295	75	17,119	8,184	8,935	122	520	155	14,624	11	1,820	7	155	238	4,878	25	11,040	32	1,201
2016	성동구	공공행정 국방 및 사회보장 행정	46	2	4,033	2,858	1,175	-	-	-	-	46	4,033	-	-	46	4,033	-	-	-	-
2016	성동구	교육 서비스업	810	451	10,837	4,488	6,349	606	1,529	68	1,037	93	7,857	43	414	751	5,081	6	206	53	5,550
2016	성동구	보건업 및 사회복지 서비스업	673	297	7,383	1,654	5,729	560	3,601	3	49	37	2,944	73	789	651	4,845	2	25	20	2,513
2016	성동구	예술 스포츠 및 여가관련 서비스업	556	216	2,305	1,403	902	503	1,080	25	207	18	976	10	42	534	1,813	4	112	18	380
2016	성동구	협회 및 단체 수리 및 기타 개인서비스업	2,084	880	7,760	4,964	2,796	1,536	2,960	163	2,893	110	931	275	976	1,976	5,650	24	514	84	1,596
2016	광진구	합계	24,895	8,894	126,937	71,400	55,537	20,432	50,857	3,351	51,273	473	21,448	639	3,359	23,517	90,814	285	14,476	1,093	21,647
2016	광진구	제조업	1,881	485	7,994	4,262	3,732	1,617	5,284	260	2,533	4	177	-	-	1,843	6,867	25	892	13	235
2016	광진구	전기 가스 증기 및 수도사업	3	-	88	78	10	1	4	-	-	2	84	-	-	2	87	-	-	1	1
2016	광진구	하수폐기물처리 원료재생 및 환경복원업	13	-	129	115	14	-	-	9	121	4	8	-	-	12	107	-	-	1	22
2016	광진구	건설업	794	103	12,979	11,816	1,163	458	1,157	335	11,821	1	1	-	-	758	11,717	16	775	20	487
2016	광진구	도매 및 소매업	6,215	2,191	19,606	10,743	8,863	4,930	10,663	1,267	8,841	14	92	4	10	5,708	14,952	106	1,635	401	3,019
2016	광진구	운수업	2,534	112	6,290	5,871	419	2,431	2,846	78	2,722	24	715	1	7	2,474	4,520	9	386	51	1,384
2016	광진구	숙박 및 음식점업	4,706	2,554	16,607	7,134	9,473	4,461	12,995	233	3,550	11	57	1	5	4,529	13,562	6	60	171	2,985
2016	광진구	출판 영상 방송통신 및 정보서비스업	415	74	4,136	2,580	1,556	158	413	247	2,743	10	980	-	-	387	3,177	7	367	21	592
2016	광진구	금융 및 보험업	202	34	4,059	2,113	1,946	30	75	134	3,461	38	523	-	-	76	338	11	473	115	3,248
2016	광진구	부동산업 및 임대업	1,274	461	3,930	2,558	1,372	975	1,685	173	1,136	12	105	114	1,004	1,223	3,258	16	279	35	393
2016	광진구	전문 과학 및 기술 서비스업	798	120	5,045	3,387	1,658	493	1,421	257	2,607	47	1,011	1	6	716	3,354	31	825	51	866
2016	광진구	사업시설관리 및 사업지원 서비스업	373	109	9,457	5,529	3,928	182	480	183	8,775	5	161	3	41	321	5,034	20	3,436	32	987
2016	광진구	공공행정 국방 및 사회보장 행정	38	3	3,078	2,020	1,058	-	-	-	-	38	3,078	-	-	37	3,070	-	-	1	8
2016	광진구	교육 서비스업	1,136	598	13,848	6,248	7,600	896	2,361	101	1,104	106	10,113	33	270	1,034	5,776	20	4,948	82	3,124
2016	광진구	보건업 및 사회복지 서비스업	872	342	9,646	2,045	7,601	757	5,393	5	141	43	3,397	67	715	842	6,833	2	40	28	2,773
2016	광진구	예술 스포츠 및 여가관련 서비스업	971	432	3,691	2,078	1,613	910	2,022	28	1,109	23	499	10	61	950	2,317	3	175	18	1,199
2016	광진구	협회 및 단체 수리 및 기타 개인서비스업	2,670	1,276	6,354	2,823	3,531	2,133	4,058	41	609	91	447	405	1,240	2,605	5,845	13	185	52	324
2016	동대문구	합계	32,762	10,750	144,172	77,453	66,719	28,040	65,119	3,450	46,235	561	28,411	711	4,407	31,428	102,793	331	15,974	1,003	25,405
2016	동대문구	광업	1	-	3	3	-	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2016	동대문구	제조업	3,517	840	13,465	7,253	6,212	3,095	9,721	415	3,694	6	48	1	2	3,444	12,193	44	1,055	29	217
2016	동대문구	전기 가스 증기 및 수도사업	1	-	3	2	1	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2016	동대문구	하수폐기물처리 원료재생 및 환경복원업	17	-	140	124	16	3	3	7	118	7	19	-	-	16	138	-	-	1	2
2016	동대문구	건설업	766	107	6,567	5,518	1,049	492	1,338	273	5,124	1	105	-	-	750	6,069	11	313	5	185
2016	동대문구	도매 및 소매업	11,458	3,674	32,341	19,180	13,161	9,799	19,286	1,633	12,872	25	182	1	1	11,006	26,448	135	2,214	317	3,679
2016	동대문구	운수업	3,644	166	7,147	6,542	605	3,541	4,198	73	1,532	23	1,325	7	92	3,608	5,583	4	77	32	1,487
2016	동대문구	숙박 및 음식점업	5,016	2,940	14,280	5,380	8,900	4,854	12,609	154	1,592	6	56	2	23	4,882	12,831	13	159	121	1,290
2016	동대문구	출판 영상 방송통신 및 정보서비스업	281	51	2,280	1,193	1,087	165	382	97	1,457	17	426	2	15	264	1,550	4	82	13	648
2016	동대문구	금융 및 보험업	303	43	5,099	1,468	3,631	39	117	202	4,368	62	614	-	-	81	483	15	248	207	4,368
2016	동대문구	부동산업 및 임대업	1,375	403	4,709	3,117	1,592	1,073	1,969	162	1,625	18	100	122	1,015	1,318	4,015	18	438	39	256
2016	동대문구	전문 과학 및 기술 서비스업	623	96	7,384	5,150	2,234	401	1,191	155	4,065	53	2,065	14	63	548	3,241	38	3,195	37	948
2016	동대문구	사업시설관리 및 사업지원 서비스업	364	103	9,157	4,434	4,723	179	430	166	8,100	11	604	8	23	304	3,619	20	4,638	40	900
2016	동대문구	공공행정 국방 및 사회보장 행정	53	3	4,172	2,731	1,441	-	-	-	-	53	4,172	-	-	53	4,172	-	-	-	-
2016	동대문구	교육 서비스업	959	515	15,544	7,289	8,255	755	2,202	47	973	119	11,915	38	454	878	6,816	12	3,028	69	5,700
2016	동대문구	보건업 및 사회복지 서비스업	956	364	13,364	3,663	9,701	835	6,591	4	15	40	5,666	77	1,092	926	8,272	4	215	26	4,877
2016	동대문구	예술 스포츠 및 여가관련 서비스업	736	301	2,376	1,237	1,139	690	1,527	18	170	14	598	14	81	719	1,771	4	242	13	363
2016	동대문구	협회 및 단체 수리 및 기타 개인서비스업	2,692	1,144	6,141	3,169	2,972	2,119	3,555	42	524	106	516	425	1,546	2,629	5,586	9	70	54	485
2016	중랑구	합계	27,915	9,280	101,190	52,762	48,428	24,964	58,286	1,791	25,328	395	14,710	765	2,866	27,048	83,072	138	6,377	729	11,741
2016	중랑구	광업	1	1	3	2	1	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2016	중랑구	제조업	3,491	1,017	15,481	6,372	9,109	3,276	13,307	208	2,069	7	105	-	-	3,456	14,990	15	257	20	234
2016	중랑구	전기 가스 증기 및 수도사업	4	-	113	81	32	-	-	3	35	1	78	-	-	3	35	-	-	1	78
2016	중랑구	하수폐기물처리 원료재생 및 환경복원업	21	2	217	194	23	7	16	10	193	4	8	-	-	20	203	-	-	1	14
2016	중랑구	건설업	926	121	5,332	4,513	819	677	1,771	249	3,561	-	-	-	-	909	4,713	11	546	6	73
2016	중랑구	도매 및 소매업	5,504	2,109	15,924	8,499	7,425	4,812	10,161	679	5,346	11	414	2	3	5,197	12,333	43	801	264	2,790
2016	중랑구	운수업	6,368	278	13,297	12,563	734	6,264	6,764	86	5,868	18	665	-	-	6,326	11,579	6	642	36	1,076
2016	중랑구	숙박 및 음식점업	4,156	2,526	10,697	3,946	6,751	4,070	9,587	80	1,082	5	26	1	2	4,085	9,687	5	31	66	979
2016	중랑구	출판 영상 방송통신 및 정보서비스업	143	27	1,191	727	464	74	216	62	770	7	205	-	-	126	686	2	93	15	412
2016	중랑구	금융 및 보험업	138	18	1,697	728	969	29	88	63	1,056	46	553	-	-	49	233	10	138	79	1,326
2016	중랑구	부동산업 및 임대업	1,092	370	3,187	2,026	1,161	859	1,432	99	1,000	14	88	120	667	1,039	2,395	9	437	44	355
2016	중랑구	전문 과학 및 기술 서비스업	322	58	1,627	1,053	574	233	710	68	784	18	125	3	8	292	972	11	476	19	179
2016	중랑구	사업시설관리 및 사업지원 서비스업	250	61	2,640	1,516	1,124	143	416	88	2,040	8	99	11	85	218	1,990	7	349	25	301
2016	중랑구	공공행정 국방 및 사회보장 행정	44	4	3,362	2,416	946	-	-	-	-	44	3,362	-	-	44	3,362	-	-	-	-
2016	중랑구	교육 서비스업	911	556	7,857	2,317	5,540	763	2,133	51	1,006	69	4,455	28	263	859	5,432	8	950	44	1,475
2016	중랑구	보건업 및 사회복지 서비스업	927	408	10,354	2,073	8,281	818	6,174	1	9	58	3,733	50	438	881	7,119	8	1,646	38	1,589
2016	중랑구	예술 스포츠 및 여가관련 서비스업	861	360	2,371	1,237	1,134	779	1,574	11	105	23	490	48	202	841	1,843	-	-	20	528
2016	중랑구	협회 및 단체 수리 및 기타 개인서비스업	2,756	1,364	5,840	2,499	3,341	2,160	3,937	32	401	62	304	502	1,198	2,702	5,497	3	11	51	332
2016	성북구	합계	24,560	8,994	111,442	56,087	55,355	21,368	52,151	1,790	25,724	646	29,522	756	4,045	23,526	80,127	191	13,338	843	17,977
2016	성북구	제조업	2,509	660	9,462	4,363	5,099	2,389	8,163	118	1,294	2	5	-	-	2,491	9,100	13	305	5	57
2016	성북구	전기 가스 증기 및 수도사업	4	-	52	47	5	1	1	3	51	-	-	-	-	3	4	-	-	1	48
2016	성북구	하수폐기물처리 원료재생 및 환경복원업	14	3	176	155	21	3	9	10	165	1	2	-	-	14	176	-	-	-	-
2016	성북구	건설업	573	72	4,329	3,715	614	399	1,041	173	3,264	1	24	-	-	558	3,906	7	310	8	113
2016	성북구	도매 및 소매업	5,278	2,133	16,499	8,329	8,170	4,618	10,542	649	5,903	11	54	-	-	4,983	13,218	56	1,037	239	2,244
2016	성북구	운수업	3,563	145	6,834	6,433	401	3,509	3,762	42	2,913	11	158	1	1	3,544	5,944	5	715	14	175
2016	성북구	숙박 및 음식점업	4,459	2,517	13,320	5,186	8,134	4,269	11,338	181	1,906	7	70	2	6	4,317	11,748	12	134	130	1,438
2016	성북구	출판 영상 방송통신 및 정보서비스업	253	48	1,844	1,190	654	131	353	105	1,012	16	475	1	4	234	1,388	3	42	16	414
2016	성북구	금융 및 보험업	154	22	1,583	696	887	23	70	78	1,047	53	466	-	-	46	201	10	92	98	1,290
2016	성북구	부동산업 및 임대업	1,138	435	3,114	1,903	1,211	911	1,444	76	583	29	164	122	923	1,104	2,708	5	11	29	395
2016	성북구	전문 과학 및 기술 서비스업	453	76	3,325	2,153	1,172	273	727	138	1,431	33	1,138	9	29	409	1,666	15	1,274	29	385
2016	성북구	사업시설관리 및 사업지원 서비스업	216	58	5,511	2,710	2,801	127	523	79	4,577	8	399	2	12	192	2,358	12	2,606	12	547
2016	성북구	공공행정 국방 및 사회보장 행정	54	5	4,102	2,748	1,354	-	-	-	-	54	4,102	-	-	53	4,100	-	-	1	2
2016	성북구	교육 서비스업	1,337	769	20,637	9,663	10,974	1,061	2,833	77	791	178	16,868	21	145	1,190	7,627	19	6,320	128	6,690
2016	성북구	보건업 및 사회복지 서비스업	1,025	455	11,620	2,385	9,235	820	5,881	9	203	115	4,552	81	984	957	8,011	11	201	57	3,408
2016	성북구	예술 스포츠 및 여가관련 서비스업	708	265	2,230	1,232	998	645	1,564	22	161	27	454	14	51	678	1,796	2	14	28	420
2016	성북구	협회 및 단체 수리 및 기타 개인서비스업	2,822	1,331	6,804	3,179	3,625	2,189	3,900	30	423	100	591	503	1,890	2,753	6,176	21	277	48	351
2016	강북구	합계	18,742	6,857	69,768	33,306	36,462	16,616	39,090	1,127	16,789	346	10,199	653	3,690	17,990	56,588	90	2,184	662	10,996
2016	강북구	제조업	1,534	390	6,192	2,687	3,505	1,463	5,382	69	748	2	62	-	-	1,516	5,901	10	191	8	100
2016	강북구	전기 가스 증기 및 수도사업	2	-	239	189	50	-	-	-	-	2	239	-	-	1	162	-	-	1	77
2016	강북구	하수폐기물처리 원료재생 및 환경복원업	7	1	162	149	13	-	-	7	162	-	-	-	-	7	162	-	-	-	-
2016	강북구	건설업	496	58	2,065	1,728	337	371	775	125	1,290	-	-	-	-	484	1,899	5	30	7	136
2016	강북구	도매 및 소매업	3,897	1,627	10,639	5,377	5,262	3,479	7,478	396	3,086	13	47	9	28	3,678	8,686	28	316	191	1,637
2016	강북구	운수업	3,082	117	6,375	6,098	277	3,029	3,333	30	2,853	14	160	9	29	3,060	5,291	5	720	17	364
2016	강북구	숙박 및 음식점업	3,666	2,134	10,361	4,234	6,127	3,582	9,165	73	1,135	8	54	3	7	3,601	9,372	-	-	65	989
2016	강북구	출판 영상 방송통신 및 정보서비스업	99	17	646	351	295	53	141	36	351	10	154	-	-	88	372	4	111	7	163
2016	강북구	금융 및 보험업	251	56	4,107	1,109	2,998	57	184	164	3,575	30	348	-	-	78	425	4	106	169	3,576
2016	강북구	부동산업 및 임대업	815	310	1,901	1,126	775	680	1,075	60	426	7	31	68	369	787	1,653	4	22	24	226
2016	강북구	전문 과학 및 기술 서비스업	279	37	1,102	605	497	217	722	40	235	22	145	-	-	251	874	6	55	22	173
2016	강북구	사업시설관리 및 사업지원 서비스업	172	56	2,754	1,205	1,549	105	339	54	1,983	4	43	9	389	150	1,896	6	187	16	671
2016	강북구	공공행정 국방 및 사회보장 행정	44	2	2,731	1,850	881	-	-	-	-	43	2,722	1	9	43	2,727	-	-	1	4
