기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
2016	강북구	교육 서비스업	685	392	5,676	1,768	3,908	568	1,376	32	501	62	3,667	23	132	636	3,695	6	308	43	1,673
2016	강북구	보건업 및 사회복지 서비스업	760	277	7,664	1,548	6,116	601	4,714	1	4	59	1,565	99	1,381	718	7,061	4	56	38	547
2016	강북구	예술 스포츠 및 여가관련 서비스업	696	310	1,919	1,036	883	651	1,296	14	75	21	475	10	73	673	1,474	1	7	22	438
2016	강북구	협회 및 단체 수리 및 기타 개인서비스업	2,257	1,073	5,235	2,246	2,989	1,760	3,110	26	365	49	487	422	1,273	2,219	4,938	7	75	31	222
2016	도봉구	합계	18,686	6,264	70,166	36,585	33,581	16,558	36,364	1,090	17,829	297	11,754	741	4,219	18,072	59,442	76	1,864	538	8,860
2016	도봉구	농업 임업 및 어업	1	-	3	1	2	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2016	도봉구	광업	1	1	6	5	1	-	-	1	6	-	-	-	-	1	6	-	-	-	-
2016	도봉구	제조업	1,063	280	4,254	1,944	2,310	991	3,489	68	729	4	36	-	-	1,056	4,164	3	58	4	32
2016	도봉구	하수폐기물처리 원료재생 및 환경복원업	9	2	111	88	23	1	4	8	107	-	-	-	-	8	107	-	-	1	4
2016	도봉구	건설업	493	88	2,863	2,273	590	374	1,058	118	1,802	1	3	-	-	482	2,728	6	93	5	42
2016	도봉구	도매 및 소매업	3,615	1,451	11,017	5,663	5,354	3,180	7,067	415	3,763	18	179	2	8	3,398	8,325	19	268	198	2,424
2016	도봉구	운수업	4,888	147	9,894	9,445	449	4,827	5,023	50	4,771	11	100	-	-	4,868	9,257	2	286	18	351
2016	도봉구	숙박 및 음식점업	2,735	1,654	7,488	2,693	4,795	2,659	6,603	67	772	9	113	-	-	2,679	6,868	6	47	50	573
2016	도봉구	출판 영상 방송통신 및 정보서비스업	80	15	596	416	180	50	128	24	142	6	326	-	-	77	542	-	-	3	54
2016	도봉구	금융 및 보험업	137	20	1,423	594	829	52	234	62	859	23	330	-	-	65	306	3	93	69	1,024
2016	도봉구	부동산업 및 임대업	813	330	2,871	1,892	979	603	963	61	815	4	32	145	1,061	778	2,302	2	299	33	270
2016	도봉구	전문 과학 및 기술 서비스업	323	40	1,778	1,110	668	260	928	43	677	19	172	1	1	295	1,150	10	385	18	243
2016	도봉구	사업시설관리 및 사업지원 서비스업	142	50	1,990	1,152	838	70	274	65	1,682	4	26	3	8	118	1,392	7	179	17	419
2016	도봉구	공공행정 국방 및 사회보장 행정	38	1	3,698	2,284	1,414	-	-	-	-	38	3,698	-	-	38	3,698	-	-	-	-
2016	도봉구	교육 서비스업	931	526	7,257	2,154	5,103	769	1,695	58	772	67	4,401	37	389	873	5,226	9	54	49	1,977
2016	도봉구	보건업 및 사회복지 서비스업	794	376	8,584	1,609	6,975	640	5,136	5	95	61	2,002	88	1,351	749	7,721	4	30	41	833
2016	도봉구	예술 스포츠 및 여가관련 서비스업	567	256	1,654	919	735	533	1,247	10	57	6	226	18	124	558	1,437	1	6	8	211
2016	도봉구	협회 및 단체 수리 및 기타 개인서비스업	2,056	1,027	4,679	2,343	2,336	1,549	2,515	34	777	26	110	447	1,277	2,028	4,210	4	66	24	403
2016	노원구	합계	26,271	9,135	114,999	55,326	59,673	22,875	53,407	1,861	28,603	565	26,422	970	6,567	25,068	85,594	139	6,843	1,064	22,562
2016	노원구	농업 임업 및 어업	1	-	3	1	2	-	-	-	-	1	3	-	-	-	-	-	-	1	3
2016	노원구	제조업	834	187	3,973	2,126	1,847	692	2,355	137	1,379	4	133	1	106	810	3,591	16	257	8	125
2016	노원구	전기 가스 증기 및 수도사업	5	-	272	234	38	-	-	1	85	4	187	-	-	-	-	-	-	5	272
2016	노원구	하수폐기물처리 원료재생 및 환경복원업	14	3	150	120	30	2	8	12	142	-	-	-	-	13	138	-	-	1	12
2016	노원구	건설업	510	103	2,499	1,926	573	373	983	136	1,514	1	2	-	-	504	2,421	2	37	4	41
2016	노원구	도매 및 소매업	4,983	2,249	15,359	7,083	8,276	4,357	10,144	602	5,073	20	129	4	13	4,635	11,806	37	397	311	3,156
2016	노원구	운수업	6,725	275	12,484	11,867	617	6,622	6,786	62	4,865	39	825	2	8	6,671	10,551	4	367	50	1,566
2016	노원구	숙박 및 음식점업	4,118	2,311	14,231	5,471	8,760	3,945	11,663	161	2,520	8	32	4	16	3,987	12,114	5	44	126	2,073
2016	노원구	출판 영상 방송통신 및 정보서비스업	169	43	1,153	713	440	68	160	85	716	14	271	2	6	156	759	-	-	13	394
2016	노원구	금융 및 보험업	218	28	3,806	1,276	2,530	23	60	165	3,304	29	440	1	2	41	458	2	22	175	3,326
2016	노원구	부동산업 및 임대업	1,255	481	4,670	3,125	1,545	885	1,682	79	611	14	126	277	2,251	1,217	4,312	7	120	31	238
2016	노원구	전문 과학 및 기술 서비스업	415	73	2,236	1,348	888	266	791	115	966	34	479	-	-	372	1,661	13	186	30	389
2016	노원구	사업시설관리 및 사업지원 서비스업	220	70	5,298	2,246	3,052	113	453	83	4,183	9	271	15	391	191	3,539	11	958	18	801
2016	노원구	공공행정 국방 및 사회보장 행정	39	4	2,656	1,739	917	-	-	-	-	39	2,656	-	-	38	2,594	-	-	1	62
2016	노원구	교육 서비스업	1,903	1,001	20,447	8,279	12,168	1,544	4,699	155	2,349	166	12,970	38	429	1,725	12,460	24	1,970	154	6,017
2016	노원구	보건업 및 사회복지 서비스업	1,404	670	16,808	3,400	13,408	1,200	7,799	9	195	113	7,051	82	1,763	1,313	10,880	14	2,420	77	3,508
2016	노원구	예술 스포츠 및 여가관련 서비스업	855	346	2,880	1,673	1,207	811	2,114	14	100	15	498	15	168	842	2,600	-	-	13	280
2016	노원구	협회 및 단체 수리 및 기타 개인서비스업	2,603	1,291	6,074	2,699	3,375	1,974	3,710	45	601	55	349	529	1,414	2,553	5,710	4	65	46	299
2016	은평구	합계	24,615	9,287	90,203	42,932	47,271	21,574	48,172	1,658	21,709	541	16,351	842	3,971	23,580	72,055	146	4,123	889	14,025
2016	은평구	제조업	960	263	3,305	1,654	1,651	852	2,353	99	819	9	133	-	-	944	2,948	6	186	10	171
2016	은평구	전기 가스 증기 및 수도사업	5	1	156	126	30	1	1	1	65	3	90	-	-	2	3	-	-	3	153
2016	은평구	하수폐기물처리 원료재생 및 환경복원업	11	2	186	165	21	3	5	8	181	-	-	-	-	10	159	-	-	1	27
2016	은평구	건설업	673	108	4,911	4,013	898	409	994	261	3,911	3	6	-	-	658	4,734	10	123	5	54
2016	은평구	도매 및 소매업	5,225	2,281	16,302	7,523	8,779	4,589	10,426	608	5,246	25	618	3	12	4,831	12,033	48	850	346	3,419
2016	은평구	운수업	5,092	187	8,683	8,209	474	5,030	5,220	39	3,041	19	408	4	14	5,062	7,345	5	808	25	530
2016	은평구	숙박 및 음식점업	4,157	2,451	12,010	4,599	7,411	4,010	10,072	131	1,866	11	53	5	19	4,048	10,408	2	14	107	1,588
2016	은평구	출판 영상 방송통신 및 정보서비스업	163	38	1,322	820	502	96	262	53	818	13	234	1	8	154	893	2	272	7	157
2016	은평구	금융 및 보험업	172	32	2,410	698	1,712	29	56	97	1,869	46	485	-	-	42	193	12	138	118	2,079
2016	은평구	부동산업 및 임대업	1,361	553	3,415	2,068	1,347	1,093	1,699	97	602	24	80	147	1,034	1,320	3,082	6	36	35	297
2016	은평구	전문 과학 및 기술 서비스업	347	53	1,565	914	651	263	777	59	533	23	253	2	2	321	1,312	9	103	17	150
2016	은평구	사업시설관리 및 사업지원 서비스업	177	54	1,665	788	877	101	336	66	1,156	8	164	2	9	163	927	7	521	7	217
2016	은평구	공공행정 국방 및 사회보장 행정	53	3	3,838	2,540	1,298	-	-	-	-	53	3,838	-	-	50	3,414	1	348	2	76
2016	은평구	교육 서비스업	1,405	838	9,874	2,889	6,985	1,202	3,082	66	737	114	5,883	23	172	1,326	6,924	14	470	65	2,480
2016	은평구	보건업 및 사회복지 서비스업	1,117	508	11,732	2,125	9,607	945	7,425	3	75	97	3,345	72	887	1,045	9,852	13	88	59	1,792
2016	은평구	예술 스포츠 및 여가관련 서비스업	777	326	2,283	1,217	1,066	720	1,586	26	275	16	348	15	74	754	1,812	6	151	17	320
2016	은평구	협회 및 단체 수리 및 기타 개인서비스업	2,920	1,589	6,546	2,584	3,962	2,231	3,878	44	515	77	413	568	1,740	2,850	6,016	5	15	65	515
2016	서대문구	합계	19,540	7,226	113,979	56,957	57,022	16,150	37,185	2,118	36,420	631	37,020	641	3,354	18,311	64,315	210	15,634	1,019	34,030
2016	서대문구	제조업	748	199	2,672	1,439	1,233	655	1,833	90	764	1	71	2	4	731	2,308	8	177	9	187
2016	서대문구	전기 가스 증기 및 수도사업	3	-	452	310	142	-	-	1	49	2	403	-	-	3	452	-	-	-	-
2016	서대문구	하수폐기물처리 원료재생 및 환경복원업	14	4	189	169	20	4	14	10	175	-	-	-	-	12	138	1	50	1	1
2016	서대문구	건설업	496	86	4,869	4,184	685	348	842	147	4,025	1	2	-	-	485	2,962	6	1,826	5	81
2016	서대문구	도매 및 소매업	4,111	1,685	14,526	7,449	7,077	3,485	7,552	604	6,827	22	147	-	-	3,784	9,333	51	2,800	276	2,393
2016	서대문구	운수업	2,898	108	5,839	5,457	382	2,807	3,010	79	2,711	10	108	2	10	2,876	5,451	6	248	16	140
2016	서대문구	숙박 및 음식점업	4,301	2,312	14,353	5,909	8,444	3,985	10,893	302	3,397	11	50	3	13	4,045	11,615	16	189	240	2,549
2016	서대문구	출판 영상 방송통신 및 정보서비스업	373	88	3,028	1,961	1,067	190	456	160	2,190	20	368	3	14	348	2,570	7	108	18	350
2016	서대문구	금융 및 보험업	197	27	4,452	2,299	2,153	21	36	132	3,913	43	500	1	3	58	685	15	1,173	124	2,594
2016	서대문구	부동산업 및 임대업	985	373	2,829	1,789	1,040	757	1,306	98	738	27	106	103	679	943	2,427	11	135	31	267
2016	서대문구	전문 과학 및 기술 서비스업	519	109	5,541	2,760	2,781	308	983	158	2,295	44	2,247	9	16	473	2,466	21	1,927	25	1,148
2016	서대문구	사업시설관리 및 사업지원 서비스업	376	104	7,832	4,198	3,634	168	366	193	7,364	10	54	5	48	324	1,835	20	4,592	32	1,405
2016	서대문구	공공행정 국방 및 사회보장 행정	43	1	5,266	3,390	1,876	-	-	-	-	43	5,266	-	-	42	5,094	1	172	-	-
2016	서대문구	교육 서비스업	1,040	586	17,686	7,792	9,894	783	2,159	92	1,510	139	13,788	26	229	897	5,643	21	1,561	122	10,482
2016	서대문구	보건업 및 사회복지 서비스업	743	274	17,557	4,654	12,903	571	3,523	6	87	99	12,996	67	951	678	5,216	12	401	53	11,940
2016	서대문구	예술 스포츠 및 여가관련 서비스업	546	224	1,628	880	748	495	1,184	25	158	14	241	12	45	521	1,349	5	91	20	188
2016	서대문구	협회 및 단체 수리 및 기타 개인서비스업	2,147	1,046	5,260	2,317	2,943	1,573	3,028	21	217	145	673	408	1,342	2,091	4,771	9	184	47	305
2016	마포구	합계	36,191	12,006	250,605	137,690	112,915	25,550	68,442	8,867	153,674	974	23,989	800	4,500	33,450	160,736	883	57,475	1,858	32,394
2016	마포구	제조업	1,385	355	5,433	2,983	2,450	1,122	3,087	260	2,332	3	14	-	-	1,350	4,627	22	741	13	65
2016	마포구	전기 가스 증기 및 수도사업	8	1	446	386	60	-	-	4	189	4	257	-	-	3	10	-	-	5	436
2016	마포구	하수폐기물처리 원료재생 및 환경복원업	24	3	331	301	30	2	3	11	227	11	101	-	-	24	331	-	-	-	-
2016	마포구	건설업	1,096	169	14,661	12,345	2,316	501	1,421	595	13,240	-	-	-	-	1,044	10,246	33	3,721	19	694
2016	마포구	도매 및 소매업	7,784	2,722	34,657	18,784	15,873	5,295	11,813	2,452	22,616	35	224	2	4	7,017	21,620	254	7,459	513	5,578
2016	마포구	운수업	3,042	204	12,869	9,511	3,358	2,388	2,936	616	8,812	32	1,102	6	19	2,913	9,324	70	2,265	59	1,280
2016	마포구	숙박 및 음식점업	7,786	3,635	28,281	12,774	15,507	7,186	22,346	573	5,789	17	101	10	45	7,380	24,030	56	524	350	3,727
2016	마포구	출판 영상 방송통신 및 정보서비스업	2,598	477	38,513	24,644	13,869	1,013	3,146	1,531	34,081	51	1,261	3	25	2,459	23,111	78	11,661	61	3,741
2016	마포구	금융 및 보험업	577	98	13,557	6,857	6,700	44	82	461	12,169	71	1,300	1	6	194	2,025	39	2,327	344	9,205
2016	마포구	부동산업 및 임대업	1,861	604	6,771	4,258	2,513	1,358	2,449	320	3,012	27	230	156	1,080	1,750	5,347	33	690	78	734
2016	마포구	전문 과학 및 기술 서비스업	2,444	488	18,647	11,232	7,415	1,295	3,802	998	13,522	141	1,292	10	31	2,220	10,476	123	6,880	101	1,291
2016	마포구	사업시설관리 및 사업지원 서비스업	938	249	33,692	16,099	17,593	272	1,110	637	32,078	15	397	14	107	822	17,724	58	14,519	58	1,449
2016	마포구	공공행정 국방 및 사회보장 행정	59	7	4,450	2,791	1,659	-	-	-	-	59	4,450	-	-	56	4,092	-	-	3	358
2016	마포구	교육 서비스업	1,545	803	15,294	5,969	9,325	1,171	3,614	210	3,331	122	7,914	42	435	1,407	8,786	37	4,579	101	1,929
2016	마포구	보건업 및 사회복지 서비스업	1,132	458	9,577	1,931	7,646	942	5,841	14	206	90	2,212	86	1,318	1,063	8,011	20	799	49	767
2016	마포구	예술 스포츠 및 여가관련 서비스업	942	364	4,329	2,429	1,900	778	2,138	113	876	30	1,230	21	85	885	3,329	17	598	40	402
2016	마포구	협회 및 단체 수리 및 기타 개인서비스업	2,970	1,369	9,097	4,396	4,701	2,183	4,654	72	1,194	266	1,904	449	1,345	2,863	7,647	43	712	64	738
2016	양천구	합계	26,108	9,421	117,259	63,073	54,186	21,994	51,133	2,785	41,473	466	19,988	863	4,665	24,894	92,566	237	8,215	977	16,478
2016	양천구	제조업	1,189	312	5,138	2,535	2,603	1,048	3,518	139	1,580	2	40	-	-	1,166	4,730	15	326	8	82
2016	양천구	전기 가스 증기 및 수도사업	3	-	408	328	80	-	-	-	-	3	408	-	-	1	159	1	159	1	90
2016	양천구	하수폐기물처리 원료재생 및 환경복원업	20	3	322	275	47	2	8	17	311	1	3	-	-	15	227	2	15	3	80
2016	양천구	건설업	810	118	9,137	7,761	1,376	512	1,430	298	7,707	-	-	-	-	795	8,391	10	662	5	84
2016	양천구	도매 및 소매업	5,569	2,266	17,407	9,041	8,366	4,572	10,213	975	7,048	18	124	4	22	5,193	13,644	63	797	313	2,966
2016	양천구	운수업	5,098	279	12,806	11,795	1,011	4,882	5,320	200	6,583	16	903	-	-	5,055	10,756	19	954	24	1,096
2016	양천구	숙박 및 음식점업	3,561	2,097	11,260	4,200	7,060	3,394	9,167	163	2,073	4	20	-	-	3,422	9,466	3	17	136	1,777
2016	양천구	출판 영상 방송통신 및 정보서비스업	288	48	5,233	3,566	1,667	121	416	157	4,092	9	675	1	50	260	2,257	16	2,510	12	466
2016	양천구	금융 및 보험업	195	32	2,441	992	1,449	23	61	134	1,908	38	472	-	-	51	220	7	115	137	2,106
2016	양천구	부동산업 및 임대업	1,290	550	4,038	2,503	1,535	963	1,552	150	999	10	62	167	1,425	1,222	3,441	14	70	54	527
2016	양천구	전문 과학 및 기술 서비스업	687	107	3,217	1,841	1,376	488	1,483	135	1,130	58	592	6	12	618	2,526	25	284	44	407
2016	양천구	사업시설관리 및 사업지원 서비스업	223	72	4,291	2,978	1,313	108	401	99	3,613	6	212	10	65	197	2,980	13	760	13	551
2016	양천구	공공행정 국방 및 사회보장 행정	47	5	5,204	3,422	1,782	-	-	-	-	47	5,204	-	-	46	5,174	-	-	1	30
2016	양천구	교육 서비스업	2,280	1,211	14,521	4,860	9,661	1,923	4,937	225	3,038	99	6,239	33	307	2,137	11,275	21	525	122	2,721
2016	양천구	보건업 및 사회복지 서비스업	1,149	515	12,221	2,257	9,964	983	7,001	12	183	64	3,803	90	1,234	1,099	9,337	6	264	44	2,620
2016	양천구	예술 스포츠 및 여가관련 서비스업	871	371	2,721	1,451	1,270	795	1,800	30	236	18	528	28	157	851	2,252	1	17	19	452
2016	양천구	협회 및 단체 수리 및 기타 개인서비스업	2,828	1,435	6,894	3,268	3,626	2,180	3,826	51	972	73	703	524	1,393	2,766	5,731	21	740	41	423
2016	강서구	합계	34,662	11,964	207,406	113,755	93,651	27,252	66,954	5,599	114,091	678	20,611	1,133	5,750	32,525	134,599	481	44,482	1,656	28,325
2016	강서구	농업 임업 및 어업	1	-	29	27	2	-	-	-	-	1	29	-	-	1	29	-	-	-	-
2016	강서구	제조업	1,201	294	6,728	3,863	2,865	911	3,010	286	3,656	4	62	-	-	1,162	5,563	21	726	18	439
2016	강서구	전기 가스 증기 및 수도사업	6	1	475	391	84	1	1	3	376	2	98	-	-	2	4	1	325	3	146
2016	강서구	하수폐기물처리 원료재생 및 환경복원업	41	3	606	522	84	6	32	28	555	7	19	-	-	35	537	1	8	5	61
2016	강서구	건설업	1,064	136	11,720	10,062	1,658	546	1,578	518	10,142	-	-	-	-	1,020	10,549	23	766	21	405
2016	강서구	도매 및 소매업	8,301	3,109	32,734	18,092	14,642	6,120	14,581	2,152	17,928	27	206	2	19	7,631	24,378	132	2,679	538	5,677
2016	강서구	운수업	7,072	372	50,983	34,056	16,927	6,339	7,088	668	42,238	65	1,657	-	-	6,839	18,425	90	28,483	143	4,075
2016	강서구	숙박 및 음식점업	5,215	3,014	18,231	6,893	11,338	4,947	14,494	259	3,686	6	31	3	20	5,007	15,388	12	112	196	2,731
2016	강서구	출판 영상 방송통신 및 정보서비스업	554	78	7,345	5,136	2,209	180	477	363	6,585	9	278	2	5	510	5,171	13	1,058	31	1,116
2016	강서구	금융 및 보험업	291	46	4,287	1,592	2,695	31	101	209	3,394	51	792	-	-	83	464	11	406	197	3,417
2016	강서구	부동산업 및 임대업	1,870	710	6,148	3,808	2,340	1,332	2,485	270	1,996	12	211	256	1,456	1,762	5,096	13	236	95	816
2016	강서구	전문 과학 및 기술 서비스업	800	130	7,391	4,874	2,517	410	1,178	349	5,496	41	717	-	-	634	3,326	74	2,704	92	1,361
2016	강서구	사업시설관리 및 사업지원 서비스업	390	100	14,870	8,099	6,771	142	371	231	13,891	11	560	6	48	306	8,059	35	4,950	49	1,861
2016	강서구	공공행정 국방 및 사회보장 행정	57	3	3,549	2,402	1,147	-	-	-	-	57	3,549	-	-	55	3,288	1	192	1	69
2016	강서구	교육 서비스업	1,701	1,009	13,163	4,255	8,908	1,439	4,249	108	1,468	128	7,193	26	253	1,594	9,815	14	605	93	2,743
2016	강서구	보건업 및 사회복지 서비스업	1,429	670	15,892	2,774	13,118	1,196	9,751	9	375	107	3,817	117	1,949	1,346	13,311	16	619	67	1,962
2016	강서구	예술 스포츠 및 여가관련 서비스업	1,068	475	3,180	1,694	1,486	952	2,196	36	367	36	424	44	193	1,036	2,747	4	89	28	344
2016	강서구	협회 및 단체 수리 및 기타 개인서비스업	3,601	1,814	10,075	5,215	4,860	2,700	5,362	110	1,938	114	968	677	1,807	3,502	8,449	20	524	79	1,102
2016	구로구	합계	38,033	10,923	211,391	123,307	88,084	28,055	65,420	8,499	121,363	650	19,403	829	5,205	35,612	151,710	695	34,123	1,726	25,558
2016	구로구	농업 임업 및 어업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2016	구로구	제조업	3,690	501	19,621	13,896	5,725	2,778	7,453	907	12,089	3	66	2	13	3,544	15,214	85	3,688	61	719
2016	구로구	전기 가스 증기 및 수도사업	5	1	105	16	89	1	2	1	89	3	14	-	-	3	12	1	89	1	4
2016	구로구	하수폐기물처리 원료재생 및 환경복원업	19	2	179	155	24	2	7	11	159	6	13	-	-	17	137	2	42	-	-
2016	구로구	건설업	1,014	130	12,160	10,354	1,806	510	1,487	500	10,662	3	8	1	3	956	8,638	35	3,310	23	212
2016	구로구	도매 및 소매업	12,166	3,413	39,243	23,781	15,462	8,734	18,240	3,403	20,855	23	128	6	20	11,241	30,890	230	3,641	695	4,712
2016	구로구	운수업	4,722	206	9,620	8,636	984	4,551	5,015	129	3,296	38	1,284	4	25	4,658	7,275	14	733	50	1,612
2016	구로구	숙박 및 음식점업	4,671	2,740	14,448	5,232	9,216	4,427	11,910	238	2,514	4	19	2	5	4,472	12,261	13	153	186	2,034
2016	구로구	출판 영상 방송통신 및 정보서비스업	2,017	258	29,330	21,117	8,213	447	1,203	1,553	28,019	15	105	2	3	1,890	23,286	68	4,702	59	1,342
2016	구로구	금융 및 보험업	446	63	7,971	3,108	4,863	90	185	280	6,989	75	796	1	1	190	971	29	1,529	227	5,471
2016	구로구	부동산업 및 임대업	1,370	461	5,219	3,285	1,934	922	1,607	229	2,000	18	117	201	1,495	1,293	4,496	16	185	61	538
2016	구로구	전문 과학 및 기술 서비스업	1,461	202	15,128	10,475	4,653	701	2,359	659	11,267	99	1,499	2	3	1,234	9,281	113	4,084	114	1,763
2016	구로구	사업시설관리 및 사업지원 서비스업	592	155	20,501	9,319	11,182	227	775	337	19,447	11	96	17	183	483	8,975	40	9,456	69	2,070
2016	구로구	공공행정 국방 및 사회보장 행정	46	-	4,325	2,791	1,534	-	-	-	-	46	4,325	-	-	45	4,319	-	-	1	6
2016	구로구	교육 서비스업	1,202	681	10,180	3,582	6,598	944	2,492	115	1,972	102	5,415	41	301	1,119	7,621	18	1,503	65	1,056
2016	구로구	보건업 및 사회복지 서비스업	1,064	462	12,740	2,350	10,390	894	6,836	8	148	77	4,467	85	1,289	1,026	9,257	10	469	28	3,014
2016	구로구	예술 스포츠 및 여가관련 서비스업	844	367	2,364	1,252	1,112	774	1,672	41	328	21	306	8	58	819	2,066	3	89	22	209
2016	구로구	협회 및 단체 수리 및 기타 개인서비스업	2,703	1,281	8,256	3,957	4,299	2,053	4,177	87	1,528	106	745	457	1,806	2,621	7,010	18	450	64	796
2016	금천구	합계	30,987	8,357	225,578	141,639	83,939	20,101	54,316	9,804	158,072	481	10,233	601	2,957	28,490	156,657	838	40,351	1,659	28,570
2016	금천구	농업 임업 및 어업	1	-	4	3	1	-	-	1	4	-	-	-	-	1	4	-	-	-	-
2016	금천구	광업	2	-	2	2	-	-	-	2	2	-	-	-	-	2	2	-	-	-	-
2016	금천구	제조업	5,249	970	42,463	27,095	15,368	3,305	12,431	1,934	29,863	8	161	2	8	4,943	32,559	174	7,898	132	2,006
2016	금천구	전기 가스 증기 및 수도사업	4	-	12	10	2	1	2	3	10	-	-	-	-	4	12	-	-	-	-
2016	금천구	하수폐기물처리 원료재생 및 환경복원업	26	-	241	216	25	4	16	15	168	7	57	-	-	21	208	3	28	2	5
2016	금천구	건설업	1,045	130	14,333	12,455	1,878	470	1,537	573	12,792	1	1	1	3	977	11,218	32	2,560	36	555
2016	금천구	도매 및 소매업	8,725	2,557	39,341	24,161	15,180	5,595	13,035	3,116	26,258	13	46	1	2	7,860	27,870	257	6,740	608	4,731
2016	금천구	운수업	2,818	150	9,125	7,835	1,290	2,590	3,548	202	5,360	23	193	3	24	2,726	7,253	20	880	72	992
2016	금천구	숙박 및 음식점업	3,339	1,993	10,683	3,681	7,002	3,173	8,596	160	2,066	1	4	5	17	3,204	9,035	3	17	132	1,631
2016	금천구	출판 영상 방송통신 및 정보서비스업	2,354	277	33,102	23,295	9,807	512	1,694	1,833	31,011	9	397	-	-	2,175	23,614	92	8,050	87	1,438
2016	금천구	금융 및 보험업	230	28	2,841	1,519	1,322	34	80	148	2,129	48	632	-	-	109	1,023	9	216	112	1,602
2016	금천구	부동산업 및 임대업	990	268	4,313	2,921	1,392	676	1,140	236	2,589	7	32	71	552	914	3,159	26	538	50	616
2016	금천구	전문 과학 및 기술 서비스업	1,836	217	28,780	20,805	7,975	696	2,574	1,041	24,672	96	1,523	3	11	1,463	12,953	154	5,133	219	10,694
2016	금천구	사업시설관리 및 사업지원 서비스업	510	104	19,630	9,458	10,172	172	676	302	18,304	9	314	27	336	397	9,625	26	7,409	87	2,596
2016	금천구	공공행정 국방 및 사회보장 행정	32	5	1,981	1,203	778	-	-	-	-	32	1,981	-	-	30	1,970	-	-	2	11
2016	금천구	교육 서비스업	651	328	5,096	1,725	3,371	463	1,228	106	1,022	65	2,737	17	109	597	3,950	17	491	37	655
2016	금천구	보건업 및 사회복지 서비스업	658	252	6,381	1,210	5,171	521	4,099	9	97	42	1,288	86	897	634	5,980	5	36	19	365
2016	금천구	예술 스포츠 및 여가관련 서비스업	538	248	1,499	779	720	492	1,046	21	186	14	124	11	143	521	1,330	-	-	17	169
2016	금천구	협회 및 단체 수리 및 기타 개인서비스업	1,979	830	5,751	3,266	2,485	1,397	2,614	102	1,539	106	743	374	855	1,912	4,892	20	355	47	504
2016	영등포구	합계	43,678	13,015	366,625	215,918	150,707	31,193	77,519	10,348	237,497	1,218	45,145	919	6,464	40,109	203,025	1,159	113,673	2,410	49,927
2016	영등포구	광업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2016	영등포구	제조업	4,248	625	14,707	10,346	4,361	3,673	9,032	567	5,541	7	131	1	3	4,144	12,603	64	1,385	40	719
2016	영등포구	전기 가스 증기 및 수도사업	9	-	812	611	201	-	-	3	214	6	598	-	-	2	109	1	169	6	534
2016	영등포구	하수폐기물처리 원료재생 및 환경복원업	25	4	426	379	47	8	30	15	391	2	5	-	-	21	266	3	152	1	8
2016	영등포구	건설업	1,374	212	18,803	16,463	2,340	645	1,848	728	16,954	-	-	1	1	1,306	13,771	39	4,593	29	439
2016	영등포구	도매 및 소매업	11,892	3,606	55,129	33,235	21,894	8,466	18,072	3,385	36,587	33	447	8	23	10,897	33,642	322	13,564	673	7,923
2016	영등포구	운수업	4,000	205	13,268	10,507	2,761	3,544	4,069	345	7,612	102	1,489	9	98	3,805	8,192	70	3,333	125	1,743
2016	영등포구	숙박 및 음식점업	6,992	3,934	26,346	9,818	16,528	6,382	18,620	591	7,529	15	176	4	21	6,486	20,009	34	342	472	5,995
2016	영등포구	출판 영상 방송통신 및 정보서비스업	1,853	290	31,974	23,383	8,591	532	1,600	1,293	26,461	26	3,910	2	3	1,757	19,057	52	11,029	44	1,888
2016	영등포구	금융 및 보험업	1,137	146	52,793	31,747	21,046	149	314	872	44,845	114	7,625	2	9	618	9,887	105	31,141	414	11,765
2016	영등포구	부동산업 및 임대업	2,021	561	12,876	9,224	3,652	1,280	2,329	481	8,097	29	336	231	2,114	1,881	7,091	39	3,991	101	1,794
2016	영등포구	전문 과학 및 기술 서비스업	2,384	361	32,586	21,602	10,984	1,029	3,129	1,109	22,652	235	6,763	11	42	1,986	14,220	203	15,513	195	2,853
2016	영등포구	사업시설관리 및 사업지원 서비스업	995	264	56,493	26,888	29,605	337	916	627	55,179	19	314	12	84	794	24,616	101	23,952	100	7,925
2016	영등포구	공공행정 국방 및 사회보장 행정	69	6	8,482	5,373	3,109	-	-	-	-	69	8,482	-	-	67	8,466	-	-	2	16
2016	영등포구	교육 서비스업	1,253	664	9,097	3,001	6,096	953	2,629	137	1,612	114	4,426	49	430	1,173	7,445	21	643	59	1,009
2016	영등포구	보건업 및 사회복지 서비스업	1,148	431	14,980	3,419	11,561	968	8,020	3	44	75	5,757	102	1,159	1,094	10,611	18	789	36	3,580
2016	영등포구	예술 스포츠 및 여가관련 서비스업	1,049	438	4,134	2,276	1,858	922	2,035	73	845	35	1,168	19	86	1,008	3,255	8	163	33	716
