,title,url,date,summary
72,"AWS, 머신러닝 활용해 가장 빠른 F1 드라이버 순위 발표",https://cp.news.search.daum.net/p/96420863, 2020.08.19 | 디지털데일리 ,제공하는 최신 F1 통계(Insight)인 ‘가장 빠른 드라이버(Fastest Driver)’는 머신러닝 기술을 활용해 F1 경주차 간의 차이를 배제하고 1983년부터 현재까지 모든 드라이버...
73,"페이스북 AI, 차등 개인정보보호 기능을 파이토치 모델에 학습시...",https://cp.news.search.daum.net/p/97243967, 2020.09.11 | 인공지능신문 ,차등 개인 정보 보호 기능을 파이토치(PyTorch) 모델을 학습하기 위한 새로운 고속 머신러닝 라이브러리 '오파쿠스(Opacus)'를 오픈 소스로 9일(현지시간) 공개했다. 이...
74,머신러닝 기반 5년 후 암 생존율 예측모델 개발,http://v.media.daum.net/v/20200803140807589?f=o, 2020.08.03 | 연합뉴스 | 다음뉴스 ,(서울=연합뉴스) 계승현 기자 = 머신러닝을 이용해 5년 후 암 생존자의 사망을 정확하게 예측하는 기술을 국내 연구팀이 개발했다. 서울의대와 국립암센터 연구팀(심진아...
75,"NXP, AI 윤리 이니셔티브 출범",https://cp.news.search.daum.net/p/98208241, 19시간전 | NAC미디어 ,"보안시스템, 자동차센서, 로봇, 산업자동화 장비 등 네트워크 ‘말단’에 사용되는 머신러닝 애플리케이션에 최적화된 마이크로컨트롤러와 프로세서 제품군을 보유하고..."
76,군집 드론-무인지상차량(UGV) 간 무선충전 기술 개발한다,https://cp.news.search.daum.net/p/98235952, 2시간전 | 로봇신문 ,무인지상차량이 팀을 이뤄 에너지 수요를 효과적으로 처리하지 못하면 인공지능과 머신러닝을 활용한 다른 첨단 기술은 별로 쓸모가 없게 될 것이라고 했다.미 육군연구소와...
77,과학기술 머신러닝 데이터 425만건 구축한다,http://v.media.daum.net/v/20200724094521495?f=o, 2020.07.24 | 파이낸셜뉴스 | 다음뉴스 ,"한국과학기술정보연구원(KISTI)이 축적해 온 논문 등 최대 425만여건의 과학기술 머신러닝 데이터 구축사업을 시작한다고 24일 밝혔다. 이 사업은 코로나 이후, 경제 상황에..."
78,"KAIST, 양자 인공지능, 양자 머신러닝 등 실용화 연구 가속... IB...",https://cp.news.search.daum.net/p/97929620, 2020.09.29 | 인공지능신문 ,"KAIST(총장 신성철)는 비즈니스와 과학 분야에 사용되는 양자 컴퓨팅을 발전시키기 위해 IBM과 협업하는 포춘 500대 기업, 교육기관, 스타트업, 연구소들의 공동체인 IBM Q..."
79,"현대해상, AI 보험사기 예측시스템 개발…머신러닝 기술 적용",https://cp.news.search.daum.net/p/96766905, 2020.08.28 | 업다운뉴스 ,해상이 발견하기 어려운 보험사기 패턴을 인공지능(AI)가 자동으로 식별할 수 있는 머신러닝 기술이 적용된 보험사기 예측시스템 개발에 나섰다. 현대해상은 갈수록 지능화...
80,"LG유플러스, 구글 클라우드와 5G 핵심 기술인 MEC(모바일에지컴퓨...",https://cp.news.search.daum.net/p/97562749, 2020.09.20 | 이코노뉴스 ,"개발에 협력하기로 했다.구글 클라우드는 자사의 핵심 기술인 쿠버네티스(Kubernetes), 인공지능(AI) 및 머신러닝(ML), 데이터처리∙분석 등 다양한 솔루션을 제공할 계획이다."
81,"오라클, ERP 클라우드 업데이트…비접촉 운영 기능 강화",https://cp.news.search.daum.net/p/98235270, 2시간전 | 데이터넷 ,"문제에 인력을 재배치할 수 있다. 또, 지능형 계정 기본값 조합 설정 기능으로 머신러닝을 기반으로 구매 주문과 관련되지 않은 송장에 대한 코드 세그먼트를 자동으로 예측..."
82,"[IT 스타트업 동향] 코드스테이츠,슈퍼브에이아이 오토라벨링,마...",https://cp.news.search.daum.net/p/98211007, 9시간전 | 블록체인밸리 ,대해서만 검수가 진행돼 더욱 높은 생산성이 담보된다. 슈퍼브에이아이의 인공지능 머신러닝 데이터 플랫폼 스위트에 탑재된 '오토라벨링'은 수동 작업 대비 최대 10...
83,"서울의대·국립암센터 연구팀, 머신러닝 기반 사망예측 모델 개발",http://v.media.daum.net/v/20200803151544498?f=o, 2020.08.03 | 스포츠조선 | 다음뉴스 ,"머신러닝(기계학습) 및 AI(인공지능) 관련 기술은 질병 진단의 정확도를 높이는 데에도 도움을 주는 것을 넘어, 미래의 환자 상태 및 나아가 사망까지도 예측해 이를 예방..."
84,AI 기반 의료영상분석 대표기업.. 50개 수요기업과 협업 신사업 개척,http://v.media.daum.net/v/20201011194026819?f=o, 21시간전 | 디지털타임스 | 다음뉴스 ,석·박사급이다. 김동민 대표는 일본 도쿄대에서 물리현상과 뇌과학 문제를 수치해석과 머신러닝을 이용해 푸는 연구를 했다. 이후 KAIST 출신으로 미국에서 창업 경험이...
85,금융⋅AI⋅엔터…엔씨소프트의 이유있는 외도,https://cp.news.search.daum.net/p/98246433, 24분전 | 시사저널e ,지난 2018년부터 서비스하고 있으며 최근에는 AI 미디어 공동연구 성과 중 하나로 머신러닝 기반 AI 날씨 기사를 제공하고 있다. 엔씨는 AI가 기사 내용을 파악해 관련 사진...
86,스마트한 군 의료체계 청사진,https://cp.news.search.daum.net/p/98237959, 2시간전 | 국방일보 ,"영국 수학자 앨런 튜링은 기계가 지능을 가질 수 있음을 증명했고, 2000년대 머신러닝과 딥러닝 기술의 발전과 함께 4차 산업혁명 시대가 도래했다. 2016년 이세돌 9..."
87,QLED 8K TV·비스포크 냉장고.. '실적 효자' 된 삼성전자 혁신 가전,http://v.media.daum.net/v/20201011162011123?f=o, 2020.10.11 | 한국경제 | 다음뉴스 ,즐기려는 소비자가 늘어날 것으로 본 것이다. 2020년형 QLED 8K TV엔 머신러닝과 딥러닝 방식을 결합한 ‘AI 퀀텀 프로세서’가 들어간다. 원본 영상의 화질에 관계없이 8K...
88,대구경북첨단의료산업진흥재단 광(光) 기반 바이오센서 개발,https://cp.news.search.daum.net/p/98191447, 2020.10.10 | 엔디엔뉴스 ,대구경북첨단의료산업진흥재단이 머신러닝을 이용해 광(光) 기반 바이오센서를 효율적으로 설계하는 기술을 연구했다. 이번 설계기술 연구논문은 분석화학 최고 권위지인...
89,"“ARM Cortex-A 코어, 2022년 이후 64비트만 지원한다”",https://cp.news.search.daum.net/p/98214602, 8시간전 | IT비즈뉴스 ,칩 수준의 혁신은 이어지고 있으나 사용사례가 복잡해지고 온-디바이스 인공지능/머신러닝(AI/ML) 워크로드가 증가하면서 칩 설계 방식의 재설계가 필요한 시점이라고 설명...
90,"""남이 쓴 판매글 도용해 현금 입금 유도"".. '당근마켓' 사기 거래...",http://v.media.daum.net/v/20201007182138044?f=o, 2020.10.07 | 파이낸셜뉴스 | 다음뉴스 ,당근마켓 측은 이 같은 '업자'들의 이용을 제재하기 위해 인공지능(AI)를 활용한 머신러닝으로 서비스 사용성을 저해하는 부적절한 게시글을 탐지해 걸러내고 있다. 고가의...
91,"ST, 임베디드 플래시 기반 STM32 MCU 출시",https://cp.news.search.daum.net/p/98219328, 7시간전 | 전자부품 ,"있다. STM32H7 디바이스를 한 개, 또는 다수의 센서와 연결하면 상태 모니터링이나 머신러닝 기법을 구현해 STM32 기반 제품의 부가가치를 높일 수 있다. STM32Trust 보안..."
92,"엔씨, 게임을 넘어 종합 IT기업으로 발돋움..기술 투자 대폭 확대",http://v.media.daum.net/v/20201008123904324?f=o, 2020.10.08 | 게임동아 | 다음뉴스 ,있는 전문인력만 150여명에 달한다. 매년 개최중인 NC AI 미디어토크 최근에는 머신러닝 기반 ‘AI(인공지능) 기자’를 개발해 게임 업계뿐 아니라 미디어 업계에서도 화제...
93,[전문가 시각] 진실을 왜곡하는 방법,https://cp.news.search.daum.net/p/98195807, 2020.10.11 | 에너지경제 ,인공지능기법 가운데 머신러닝(Machine Learning)이라는 것이 있다. 컴퓨터에게 여러 가지 사례를 제공해 컴퓨터가 스스로 경험칙을 형성하도록 하는 것이다. 이것은 사람이...
94,"머신러닝, AI로 사망예측 모델 개발",https://cp.news.search.daum.net/p/95915526, 2020.08.04 | 병원신문 ,"윤영호 교수)은 폐암 치료 후 암 생존자들의 생활 습관 및 삶의 질 정보를 활용해 머신러닝 기반의 사망예측 모델을 개발했으며, 이를 통해 5년 후 암 생존자의 사망을 보다..."
95,"팔로알토 네트웍스, ‘차세대 SD-WAN’ 출시",https://cp.news.search.daum.net/p/98188960, 2020.10.10 | BI코리아 ,대비 효과를 제공한다. 팔로알토 네트웍스가 공개한 차세대 SD-WAN 솔루션은 ▲머신러닝을 사용한 네트워크 운영 간소화 기능 ▲리테일 및 소호(SOHO) 사용자들을 위한 소형...
96,"첨복재단, 각종 질병 진단 10배 정밀 `광 바이오센서` 설계 기술 ...",https://cp.news.search.daum.net/p/98192707, 2020.10.10 | 경북신문 ,[경북신문=김범수 기자] 대구경북첨단의료산업진흥재단(이하 첨복재단)이 머신러닝을 이용해 기존 체외진단기보다 10배 이상 정밀한 광 바이오센서 설계 기술을 개발했다...
97,"현대해상, 머신러닝 활용 ‘허위 과장 보험 사기’ 탐지",https://cp.news.search.daum.net/p/96768503, 2020.08.28 | 뉴스포스트 ,[뉴스포스트=이해리 기자] 현대해상은 28일 인공지능(AI) 머신러닝 기술을 적용해 보험 사기 탐지능력을 22배 향상한 예측 시스템을 개발했다고 28일 밝혔다. 이 시스템은...
98,"은행vs빅테크, 뺏지 않으면 빼앗긴다…디지털 패권전쟁 서막 올랐다",https://cp.news.search.daum.net/p/98246329, 18분전 | 그린포스트코리아 ,모델 개발로 비금융정보로 씬파일러들에 금융 상품 제공 △리스크 관리 시스템 및 머신러닝 기반의 오류 상황을 자동 인지 시스템 적용 등이 있다.더불어 내년에는 보험...
99,단 '0.5초' 유령 표지판에 속은 테슬라 오토파일럿,https://cp.news.search.daum.net/p/98211521, 9시간전 | 블로터닷넷 ,이것은 버그가 아니다”라고 말한다. 그보단 훈련되지 않은 개체까지 탐지하는 머신러닝 모델의 근본적 결함이란 설명이다. 인간은 찰나의 깜빡임이나 엉뚱한 곳에서 등장...
